Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block_Size,GFLOPS
96,10,13,18.723,18.72,17.359,27.976,18.619,18.476,28.028,17.92,19.913,18.998,17.359,12480,7.73188133
96,11,16,27.993,17.359,28.104,17.567,17.969,17.608,17.53,18.582,18.481,17.404,17.359,16896,7.73188133
112,8,6,18.452,19.614,18.131,19.714,17.359,19.646,19.943,18.636,27.922,28.011,17.359,5376,7.73188133
117,9,12,18.317,17.359,18.639,17.527,20.219,17.985,17.843,18.549,20.485,17.683,17.359,12636,7.73188133
118,10,11,17.359,18.32,17.764,18.12,19.46,19.521,21.765,18.719,19.246,18.143,17.359,12980,7.73188133
122,12,8,19.335,21.062,19.431,19.049,19.026,28.077,17.359,19.782,20.178,19.12,17.359,11712,7.73188133
125,14,14,19.449,27.879,17.771,18.094,17.753,17.359,20.132,20.368,17.417,19.137,17.359,24500,7.73188133
11,12,15,27.105,27.148,27.498,18.141,17.491,18.255,17.36,19.111,27.26,19.523,17.36,1980,7.731435945
19,10,5,17.532,18.242,17.43,17.36,20.01,27.215,19.034,17.726,17.641,17.739,17.36,950,7.731435945
20,10,13,18.254,19.025,17.862,19.923,18.448,18.587,18.103,19.625,18.515,17.36,17.36,2600,7.731435945
24,9,12,17.36,17.799,19.073,18.514,17.926,18.328,19.827,18.697,21.797,17.372,17.36,2592,7.731435945
29,7,7,18.417,18.072,18.457,17.608,17.36,18.377,18.941,27.561,27.683,18.877,17.36,1421,7.731435945
32,16,10,17.543,17.682,17.503,18.139,19.012,17.801,19.026,17.36,17.792,25.636,17.36,5120,7.731435945
41,6,9,19.048,18.369,18.973,19.297,21.645,17.659,17.41,17.945,17.36,17.475,17.36,2214,7.731435945
41,15,15,18.42,27.547,18.847,18.535,27.483,19.037,20.06,17.36,19.327,19.422,17.36,9225,7.731435945
50,14,16,20.055,17.36,27.805,18.42,19.028,18.315,19.164,19.031,19.174,17.894,17.36,11200,7.731435945
57,14,4,19.55,20.87,17.36,20.056,18.472,18.983,19.787,19.536,17.918,18.766,17.36,3192,7.731435945
61,4,11,20.125,20.209,17.93,18.151,27.823,27.78,17.837,18.225,17.36,18.52,17.36,2684,7.731435945
62,6,15,19.012,18.513,19.328,17.36,17.684,18.658,17.701,18.632,17.397,17.574,17.36,5580,7.731435945
69,7,14,17.36,18.532,18.964,19.966,17.567,17.753,17.66,27.708,27.921,19.341,17.36,6762,7.731435945
90,16,14,17.36,18.73,17.843,21.649,17.753,17.767,17.621,17.76,19.052,18.05,17.36,20160,7.731435945
91,4,15,19.782,18.105,18.29,17.923,18.509,17.764,27.721,20.391,19.346,17.36,17.36,5460,7.731435945
92,8,10,19.282,19.296,28.013,28.155,19.3,18.976,17.36,18.605,18.022,18.755,17.36,7360,7.731435945
94,16,14,20.34,17.36,21.195,21.905,18.812,19.115,18.487,18.655,18.453,19.771,17.36,21056,7.731435945
99,15,5,19.987,18.017,17.817,21.978,17.36,27.781,21.055,27.709,17.92,18.451,17.36,7425,7.731435945
99,16,16,19.872,18.29,18.042,18.816,20.677,27.583,27.997,20.773,17.36,17.828,17.36,25344,7.731435945
100,15,10,19.093,21.667,17.592,27.98,18.099,27.91,19.204,18.152,17.36,17.744,17.36,15000,7.731435945
110,7,10,27.743,19.377,20.35,18.724,17.868,19.207,20.122,18.758,17.36,27.652,17.36,7700,7.731435945
119,14,6,17.727,18.407,17.838,18.259,27.443,17.36,17.712,17.709,17.7,17.794,17.36,9996,7.731435945
121,14,15,18.91,19.994,18.285,18.265,17.7,18.597,19.077,27.545,17.36,18.721,17.36,25410,7.731435945
126,9,7,19.691,21.013,27.956,17.513,28.282,20.052,18.096,18.969,20.339,17.36,17.36,7938,7.731435945
126,16,5,17.77,28.024,28.617,17.908,18.877,17.36,19.173,17.84,18.258,27.69,17.36,10080,7.731435945
9,6,10,18.272,17.393,17.824,20.244,18.213,17.682,20.076,19.052,17.361,22.274,17.361,540,7.730990611
13,14,10,21.358,28.047,18.358,18.284,17.361,18.269,18.38,17.795,17.73,27.149,17.361,1820,7.730990611
18,6,12,18.247,17.361,27.077,27.22,18.479,18.664,18.055,27.598,17.983,17.369,17.361,1296,7.730990611
24,9,5,17.828,20.694,19.198,19.11,19.035,27.554,28.047,27.7,17.361,17.599,17.361,1080,7.730990611
45,14,7,18,18.867,19.949,17.701,18.386,20.159,19.347,17.361,19.196,20.298,17.361,4410,7.730990611
56,6,13,28.903,18.178,27.716,19.082,18.816,21.798,18.902,17.361,18.227,17.934,17.361,4368,7.730990611
73,7,11,19.12,18.989,18.455,17.803,20.016,17.361,18.858,22.343,18.379,18.578,17.361,5621,7.730990611
74,13,11,19.263,19.032,28.069,19.825,21.02,17.603,19.435,18.01,18.7,17.361,17.361,10582,7.730990611
74,14,9,17.854,18.223,18.173,19.305,19.617,18.442,17.361,18.941,17.542,17.888,17.361,9324,7.730990611
85,12,16,18.51,17.677,17.504,17.969,18.327,18.64,17.973,17.361,17.732,17.96,17.361,16320,7.730990611
93,10,5,19.615,18.327,17.424,27.809,19.177,18.013,17.67,19.928,19.434,17.361,17.361,4650,7.730990611
93,11,15,19.603,18.029,18.596,19.77,18.182,17.645,18.208,21.305,17.361,18.185,17.361,15345,7.730990611
98,16,13,17.526,19.306,17.361,18.444,18.081,20.869,18.532,17.558,27.768,17.939,17.361,20384,7.730990611
103,4,15,19.107,19.39,20.695,17.689,27.781,18.056,20.392,18.407,17.361,19.907,17.361,6180,7.730990611
112,5,4,21.753,17.361,18.013,17.659,27.707,17.696,18.091,19.039,19.531,20,17.361,2240,7.730990611
117,7,7,18.254,28.149,18.49,18.316,17.855,17.864,17.361,18.971,18.593,27.655,17.361,5733,7.730990611
29,7,15,21.697,18.956,18.673,17.362,18.23,19.717,19.494,19.371,19.087,18.57,17.362,3045,7.730545329
35,5,5,18.063,17.362,17.946,18.194,17.437,18.858,17.609,17.632,17.743,20.532,17.362,875,7.730545329
47,6,8,18.944,19.704,18.089,17.362,20.247,18.181,20.586,19.151,18.223,18.018,17.362,2256,7.730545329
64,5,4,17.902,19.231,19.008,20.13,19.599,19.817,20.188,17.362,19.363,19.668,17.362,1280,7.730545329
68,11,12,18.136,18.936,19.068,18.136,17.668,18.19,18.603,18.336,18.184,17.362,17.362,8976,7.730545329
77,5,16,17.471,17.438,17.362,18.818,17.937,18.339,19.058,17.97,21.218,18.715,17.362,6160,7.730545329
93,4,13,18.428,21.382,28.09,20.587,17.362,17.815,19.053,17.47,27.784,28.871,17.362,4836,7.730545329
96,7,16,18.818,19.452,17.816,27.664,18.909,17.789,18.271,17.362,18.231,18.513,17.362,10752,7.730545329
99,13,5,27.646,28.449,28.178,19.818,19.59,19.539,17.362,18.14,19.46,19.67,17.362,6435,7.730545329
100,4,8,17.362,18.46,17.391,17.431,17.888,19.152,17.515,27.502,27.862,18.584,17.362,3200,7.730545329
104,10,6,18.894,19.449,17.649,19.217,20.213,17.362,18.646,18.496,17.966,18.537,17.362,6240,7.730545329
13,8,9,18.482,18.038,18.979,19.074,17.401,18.096,18.492,17.502,17.363,17.527,17.363,936,7.730100098
24,4,6,20.818,19.158,17.363,19.617,17.755,20.841,18.44,18.747,17.626,17.799,17.363,576,7.730100098
27,16,12,18.224,17.363,18.108,19.434,18.606,18.986,18.75,17.751,19.338,19.165,17.363,5184,7.730100098
28,11,4,19.835,19.988,17.695,17.774,17.363,17.656,17.79,19.48,20.047,30.573,17.363,1232,7.730100098
34,7,10,20.728,21.615,18.656,17.363,19.211,19.686,17.643,17.803,17.437,18.334,17.363,2380,7.730100098
41,10,15,20.817,19.497,17.577,27.819,28.821,18.196,17.866,17.363,17.745,17.754,17.363,6150,7.730100098
46,16,13,19.606,17.688,19.082,18.333,18.343,17.363,19.596,27.865,31.772,20.59,17.363,9568,7.730100098
48,8,14,19.566,20.221,17.363,18.233,18.412,18.097,17.515,18.049,18.398,18.892,17.363,5376,7.730100098
57,6,10,17.363,17.861,18.446,18.082,17.775,17.895,18.935,17.419,18.307,18.656,17.363,3420,7.730100098
63,10,8,18.676,19.845,21.276,17.409,18.28,17.363,19.616,28.058,27.723,17.609,17.363,5040,7.730100098
69,15,13,20.03,17.737,17.997,17.363,18.647,18.357,18.705,17.915,19.368,17.909,17.363,13455,7.730100098
71,10,8,18.268,21.415,19.929,17.468,19.409,19.701,20.439,19.258,17.363,19.695,17.363,5680,7.730100098
79,14,11,20.343,19.729,18.92,18.349,20.741,19.036,17.363,18.208,18.192,18.208,17.363,12166,7.730100098
91,9,16,28.215,27.865,19.488,27.717,28.302,19.406,17.363,18.626,20.099,18.472,17.363,13104,7.730100098
106,13,5,17.363,18.93,27.829,19.796,18.439,18.268,21.562,17.567,18.09,21.712,17.363,6890,7.730100098
122,7,9,18.595,18.976,21.627,21.034,18.072,18.958,18.87,18.323,17.363,18.773,17.363,7686,7.730100098
126,12,6,19.017,18.417,27.522,17.363,18.986,18.38,28.507,17.426,19.765,18.388,17.363,9072,7.730100098
128,7,14,18.206,18.516,27.886,22.38,18.552,18.148,18.068,19.142,17.363,18.513,17.363,12544,7.730100098
22,15,6,17.809,19.018,19.499,19.162,17.837,17.456,17.555,17.755,27.105,17.364,17.364,1980,7.729654918
31,16,4,18.703,18.273,17.364,18.497,17.963,20.429,18.62,18.134,19.192,18.743,17.364,1984,7.729654918
39,15,9,19.064,18.5,18.139,17.885,18.309,18.952,18.929,17.364,18.588,19.156,17.364,5265,7.729654918
42,15,10,17.364,18.367,20.281,19.495,18.645,19.243,19.826,18.655,18.376,27.355,17.364,6300,7.729654918
43,5,9,17.941,17.364,17.83,19.27,18.268,25.118,18.373,18.536,18.674,17.688,17.364,1935,7.729654918
56,13,12,19.158,17.916,20.187,19.371,20.336,17.364,17.906,21.654,20.612,27.666,17.364,8736,7.729654918
68,6,8,19.99,17.364,17.773,17.847,18.308,19.901,17.931,28.181,27.755,19.027,17.364,3264,7.729654918
73,10,12,18.452,20.843,17.796,17.364,20.341,20.773,17.418,28.369,18.593,18.194,17.364,8760,7.729654918
76,16,13,28.184,17.364,28.026,18.756,18.517,19.655,20.047,27.956,28.031,18.157,17.364,15808,7.729654918
89,15,9,18.224,21.208,17.364,21.961,17.902,27.562,21.426,18.937,20.342,20.26,17.364,12015,7.729654918
94,13,12,18.209,19.372,28.146,19.739,18.655,20.345,17.469,27.536,18.957,17.364,17.364,14664,7.729654918
100,9,5,20.008,21.793,17.364,17.829,27.884,20.468,28.03,21.08,18.674,20.706,17.364,4500,7.729654918
101,14,12,19.875,19.028,20.294,17.364,18.488,17.721,19.277,17.946,20.468,19.968,17.364,16968,7.729654918
108,11,6,18.844,18.681,18.21,17.858,18.296,19.562,17.928,17.364,18.279,17.692,17.364,7128,7.729654918
112,9,16,19.185,18.112,18.405,18.72,19.091,28.51,18.981,17.364,19.281,19.377,17.364,16128,7.729654918
114,11,8,17.364,18.721,18.65,17.375,20.412,17.63,18.015,17.432,27.653,17.373,17.364,10032,7.729654918
118,8,7,19.328,27.928,27.364,28.216,17.364,19.788,17.966,20.774,17.787,19.431,17.364,6608,7.729654918
119,11,15,20.23,27.898,17.364,27.574,19.114,17.483,18.454,19.471,18.183,18.992,17.364,19635,7.729654918
119,16,12,18.425,18.864,17.728,19.154,17.364,19.297,18.829,18.324,18.332,20.238,17.364,22848,7.729654918
124,12,7,28.621,20.061,17.781,17.364,19.794,27.933,17.786,20.754,20.757,18.228,17.364,10416,7.729654918
13,12,13,17.669,18.943,17.524,18.31,18.096,19.185,17.365,18.621,17.639,18.429,17.365,2028,7.72920979
21,12,11,18.942,18.068,18.28,18.059,20.92,17.715,17.365,17.53,19.69,18.872,17.365,2772,7.72920979
27,4,14,19.933,19.165,18.037,17.365,17.465,18.125,18.366,18.185,17.54,18.21,17.365,1512,7.72920979
27,7,6,19.448,17.702,19.304,17.385,19.702,17.365,19.429,19.353,17.755,17.828,17.365,1134,7.72920979
35,14,7,18.603,18.306,19.841,18.32,17.365,18.324,18.152,18.127,18.439,17.774,17.365,3430,7.72920979
35,15,13,22.016,19.011,21.009,27.469,18.831,18.222,17.365,17.555,18.363,19.363,17.365,6825,7.72920979
36,11,6,19.247,17.617,17.483,20.713,18.442,17.365,18.308,17.443,17.579,18.198,17.365,2376,7.72920979
43,10,14,19.944,18.744,18.798,19.491,17.539,17.365,21.14,18.101,18.537,19.196,17.365,6020,7.72920979
53,8,13,17.365,20.88,18.65,27.723,18.882,17.947,17.813,19.179,18.498,18.677,17.365,5512,7.72920979
54,14,15,20.083,17.654,17.365,17.815,17.433,18.05,18.888,17.622,18.106,17.597,17.365,11340,7.72920979
60,4,8,19.437,17.622,17.393,17.396,18.21,17.365,18.233,18.743,18.422,28.044,17.365,1920,7.72920979
60,8,12,18.936,19.772,17.658,17.365,18.071,17.763,17.954,17.697,18.261,18.339,17.365,5760,7.72920979
62,11,10,17.713,18.388,17.365,19.227,18.8,27.76,27.579,27.79,19.284,17.673,17.365,6820,7.72920979
64,16,13,18.118,18.757,18.171,17.924,18.383,17.365,17.613,18.044,18.042,17.597,17.365,13312,7.72920979
66,6,6,27.811,28.196,18.032,28.183,17.731,19.026,17.435,19.067,19.571,17.365,17.365,2376,7.72920979
66,10,7,18.377,18.858,19.731,20.246,18.945,22.008,17.365,18.073,18.188,27.616,17.365,4620,7.72920979
74,7,12,18.796,18.289,17.64,17.663,19.297,17.365,19.822,18.036,18.006,17.809,17.365,6216,7.72920979
86,14,7,19.221,17.365,18.546,17.441,18.365,17.929,27.648,20.169,27.92,18.517,17.365,8428,7.72920979
92,15,14,28.523,18.449,27.792,18.849,19.413,17.365,20.135,17.916,17.597,17.744,17.365,19320,7.72920979
95,13,7,19.239,19.185,19.753,18.078,17.463,27.645,19.074,17.365,18.509,18.184,17.365,8645,7.72920979
103,12,15,19.467,18.855,17.988,18.864,18.061,17.365,21.151,18.195,18.149,18.781,17.365,18540,7.72920979
104,12,6,17.365,20.527,18.057,19.17,28.12,27.376,18.175,28.198,19.071,18.869,17.365,7488,7.72920979
109,4,12,17.365,18.682,19.349,20.311,28.159,18.191,27.664,21.805,18.547,19.176,17.365,5232,7.72920979
110,4,14,19.543,19.978,18.871,18.088,19.55,17.479,18.102,17.365,19.262,18.056,17.365,6160,7.72920979
112,15,15,18.221,18.419,17.899,17.365,18.596,18.414,17.871,18.268,17.537,18.681,17.365,25200,7.72920979
114,14,11,21.68,18.661,19.493,17.365,19.31,19.86,23.128,20.026,20.979,17.444,17.365,17556,7.72920979
122,16,13,19.957,27.756,29.513,20.07,19.195,27.621,17.365,28.089,19.781,19.71,17.365,25376,7.72920979
123,14,15,17.457,18.765,17.365,17.981,19.646,20.184,19.857,19.864,18.547,21.555,17.365,25830,7.72920979
10,15,14,19.463,19.033,18.159,17.366,17.631,27.199,17.948,18.52,27.272,18.135,17.366,2100,7.728764713
11,10,15,20.635,18.021,18.689,19.167,26.86,18.393,27.229,17.366,18.404,17.444,17.366,1650,7.728764713
20,6,16,19.302,17.801,17.476,18.982,17.674,18.504,18.07,19.291,17.366,18.849,17.366,1920,7.728764713
28,13,8,19.793,17.517,18.614,17.375,18.171,18.961,17.366,17.5,17.561,19.56,17.366,2912,7.728764713
30,4,8,18.489,18.204,17.366,21.488,18.712,18.782,18.221,17.941,17.588,18.339,17.366,960,7.728764713
31,8,10,17.755,20.304,17.493,20.081,17.366,17.489,27.385,27.498,19.355,28.345,17.366,2480,7.728764713
31,16,10,18.763,19.795,27.45,17.48,18.707,17.366,18.527,17.659,17.481,19.112,17.366,4960,7.728764713
32,7,7,17.429,17.77,17.366,17.915,19.424,27.975,17.811,18.382,18.327,19.64,17.366,1568,7.728764713
35,7,9,19.11,18.293,20.021,17.618,19.246,20.553,17.366,18.207,21.246,18.76,17.366,2205,7.728764713
37,15,16,17.828,17.366,17.447,20.399,27.535,27.642,19.211,17.827,17.426,17.84,17.366,8880,7.728764713
45,13,14,27.798,27.832,20.983,18.622,20.131,28.263,20.411,17.366,27.529,19.541,17.366,8190,7.728764713
46,5,11,17.793,21.269,19.468,17.798,18.685,20.174,17.451,19.123,17.366,18.831,17.366,2530,7.728764713
57,6,5,28.048,20.896,17.883,20.279,17.366,21.066,18.127,22.244,18.703,21.236,17.366,1710,7.728764713
59,6,15,20.603,17.474,17.814,17.57,19.206,18.112,17.366,18.48,17.89,22.199,17.366,5310,7.728764713
62,11,13,17.366,17.681,18.231,17.942,17.684,17.617,18.015,18.115,17.701,17.565,17.366,8866,7.728764713
62,12,4,18.66,19.243,17.366,18.665,17.807,17.843,18.301,19.303,17.951,19.734,17.366,2976,7.728764713
63,5,6,18.254,27.766,19.666,17.661,17.788,17.366,19.36,18.431,19.376,19.115,17.366,1890,7.728764713
64,14,6,18.292,20.018,17.746,18.137,18.974,17.366,18.524,18.214,19.348,18.594,17.366,5376,7.728764713
66,6,4,17.409,17.68,17.395,17.852,18.036,17.856,18.045,18.982,18.169,17.366,17.366,1584,7.728764713
81,15,10,19.277,19.273,18.286,27.67,18.214,18.078,17.366,17.589,17.887,28.3,17.366,12150,7.728764713
82,9,4,17.366,19.658,17.825,17.917,17.806,18.425,18.163,17.718,18.557,18.736,17.366,2952,7.728764713
83,16,13,19.306,17.366,17.896,18.417,19.413,17.501,19.169,18.267,19.075,17.548,17.366,17264,7.728764713
88,6,12,22.372,19.525,17.366,18.803,18.514,18.833,19.965,18.116,21.293,17.514,17.366,6336,7.728764713
93,5,9,18.615,18.081,18.589,18.422,17.366,18.646,18.935,20.059,27.948,17.886,17.366,4185,7.728764713
93,7,16,21.576,18.39,27.719,17.641,17.933,18.548,17.366,17.446,20.107,17.605,17.366,10416,7.728764713
100,5,16,19.777,18.851,19.443,18.93,17.366,18.426,20.302,18.928,17.922,28.033,17.366,8000,7.728764713
100,15,11,18.314,17.967,17.566,18.107,17.783,17.853,18.566,19.3,17.366,18.419,17.366,16500,7.728764713
106,12,14,18.72,19.53,18.541,18.86,17.863,17.929,19.272,17.926,18.028,17.366,17.366,17808,7.728764713
109,16,7,21.054,17.366,27.617,27.977,19.227,20.015,18.822,18.961,18.948,20.487,17.366,12208,7.728764713
121,10,12,18.973,17.795,19.403,17.366,18.189,18.029,17.9,27.589,17.9,18.098,17.366,14520,7.728764713
122,4,11,20.213,17.82,17.366,18.162,18.311,28.099,18.757,19.339,18.22,18.585,17.366,5368,7.728764713
127,15,11,18.678,19.026,17.366,18.719,17.645,21.945,18.07,18.269,18.15,17.575,17.366,20955,7.728764713
23,4,4,17.74,19.181,17.388,19.668,18.293,17.921,17.367,18.557,18.428,21.549,17.367,368,7.728319687
28,13,9,17.523,17.571,17.367,19.608,17.932,19.706,17.773,27.47,27.77,27.877,17.367,3276,7.728319687
29,9,4,17.791,18.472,17.367,18.113,20.617,21.909,19.094,17.899,19.473,18.307,17.367,1044,7.728319687
33,7,13,19.248,18.892,17.486,19.117,19.576,18.719,17.521,17.367,19.595,17.693,17.367,3003,7.728319687
37,14,7,18.343,17.605,20.945,19.042,19.102,17.367,17.546,27.75,18.093,18.845,17.367,3626,7.728319687
43,9,8,19.187,20.353,18.808,17.694,17.367,27.635,27.534,18.532,20.015,19.181,17.367,3096,7.728319687
60,6,6,17.924,27.796,19.7,27.891,18.452,18.236,17.367,18.048,18.5,17.762,17.367,2160,7.728319687
83,4,12,18.837,19.107,18.028,17.623,17.367,27.75,27.95,17.585,19.171,17.791,17.367,3984,7.728319687
85,6,5,27.756,18.371,20.011,18.658,17.802,17.367,20.385,18.01,19.25,18.456,17.367,2550,7.728319687
94,11,10,19.25,17.367,18.407,17.645,19.503,21.836,18.329,19.151,17.952,18.111,17.367,10340,7.728319687
96,12,13,18.3,19.361,18.023,17.804,17.367,18.361,17.961,17.925,18.811,17.504,17.367,14976,7.728319687
101,4,6,19.502,19.162,17.367,18.851,17.891,20.205,19.925,18.341,18.344,20.252,17.367,2424,7.728319687
101,11,12,18.964,18.961,18.069,18.35,19.381,18.196,27.75,17.367,18.077,18.576,17.367,13332,7.728319687
103,7,11,18.283,27.859,18.146,27.944,18.412,18.596,18.583,18.201,18.851,17.367,17.367,7931,7.728319687
108,9,9,17.989,18.023,17.367,27.31,28.01,28.37,19.492,21.001,20.022,20.254,17.367,8748,7.728319687
120,5,14,18.541,18.597,17.987,17.367,17.656,17.794,18.032,21.216,17.374,17.648,17.367,8400,7.728319687
127,14,11,17.367,18.822,20.843,18.455,21.628,18.209,19.709,27.586,27.968,18.131,17.367,19558,7.728319687
128,4,16,17.423,28.078,19.37,27.637,18.62,20.539,17.367,18.858,17.657,20.446,17.367,8192,7.728319687
20,13,11,17.368,18.703,17.835,18.388,18.523,18.311,18.694,17.54,27.37,19.764,17.368,2860,7.727874712
22,13,12,20.979,18.031,17.568,17.455,17.368,20.943,27.163,27.276,27.522,19.472,17.368,3432,7.727874712
24,7,14,20.977,17.68,19.684,17.368,18.858,17.56,17.668,17.967,18.602,19.541,17.368,2352,7.727874712
32,7,10,27.649,20.002,18.76,18.929,17.734,19.751,17.368,19.097,20.582,17.393,17.368,2240,7.727874712
32,16,12,17.687,20.536,20.532,19.015,17.368,18.304,27.999,17.421,28.017,19.677,17.368,6144,7.727874712
36,10,4,17.368,19.628,18.973,17.484,18.984,20.591,19.327,19.814,17.851,17.686,17.368,1440,7.727874712
46,10,4,19.517,17.802,20.374,17.711,17.368,17.834,20.323,19.85,19.949,18.15,17.368,1840,7.727874712
46,16,11,18.337,19.707,20.614,17.867,19.523,19.777,19.323,17.514,18.573,17.368,17.368,8096,7.727874712
48,7,14,18.518,18.769,17.725,19.87,17.368,18.671,17.918,18.664,17.563,19.005,17.368,4704,7.727874712
49,8,9,18.86,18.878,17.57,17.48,19.583,19.926,19.508,19.545,17.368,17.914,17.368,3528,7.727874712
51,10,9,19.816,18.582,19.039,18.178,18.306,17.368,18.493,18.258,18.096,18.592,17.368,4590,7.727874712
58,10,5,28.28,20.439,27.81,19.042,20.444,18.008,28.156,19.152,19.253,17.368,17.368,2900,7.727874712
73,12,7,18.434,21.519,17.701,17.938,21.606,19.585,17.448,18.702,17.685,17.368,17.368,6132,7.727874712
80,16,7,19.099,17.368,27.764,17.876,17.734,17.712,17.481,18.179,18.334,21.007,17.368,8960,7.727874712
82,7,6,19.805,17.368,18.335,21.867,27.984,28.154,20.228,22.263,18.075,18.501,17.368,3444,7.727874712
83,11,10,19.524,21.579,19.972,21.33,18.992,21.316,17.368,20.503,19.15,19.622,17.368,9130,7.727874712
90,12,6,28.132,19.989,19.421,18.613,17.368,18.537,19.304,19.424,18.521,19.327,17.368,6480,7.727874712
91,6,10,19.158,28.09,17.886,19.136,17.523,20.098,17.717,20.498,18.962,17.368,17.368,5460,7.727874712
99,6,12,17.9,19.633,17.368,19.513,17.917,28.159,28.472,17.855,27.687,20.791,17.368,7128,7.727874712
103,15,15,18.668,17.963,18.186,17.368,17.719,27.498,28.506,18.273,27.766,27.635,17.368,23175,7.727874712
106,16,16,18.974,18.146,18.4,18.883,17.835,18.641,18.204,19.544,17.368,17.556,17.368,27136,7.727874712
122,14,9,19.051,18.511,17.702,17.368,17.944,18.968,18.539,19.69,18.818,19.345,17.368,15372,7.727874712
125,14,13,19.492,17.368,27.539,18.473,28.756,27.767,20.497,27.789,22.082,28.026,17.368,22750,7.727874712
7,5,16,19.017,21.376,18.317,18.902,17.382,18.547,17.369,17.644,27.283,27.439,17.369,560,7.727429789
9,5,7,17.375,18.693,20.068,27.337,18.258,17.965,17.751,17.703,17.369,19.129,17.369,315,7.727429789
17,8,7,18.52,19.741,18.018,19.695,17.426,18.331,17.376,19.194,18.429,17.369,17.369,952,7.727429789
17,13,13,18.429,26.908,27.005,27.396,27.359,27.698,27.237,17.715,27.367,17.369,17.369,2873,7.727429789
19,7,14,27.272,17.464,27.773,17.873,17.529,17.926,27.601,20.424,17.563,17.369,17.369,1862,7.727429789
32,6,14,18.409,17.774,18.227,17.623,18.269,17.953,18.953,17.369,18.131,17.6,17.369,2688,7.727429789
32,14,4,18.457,18.456,18.96,18.584,17.905,17.432,17.369,19.098,21.513,27.601,17.369,1792,7.727429789
34,8,15,19.38,18.164,18.214,17.926,17.872,17.626,17.369,19.382,18.895,18.123,17.369,4080,7.727429789
34,12,6,18.519,20.02,27.725,19.689,17.66,20.029,18.589,17.369,17.82,18.541,17.369,2448,7.727429789
34,12,10,19.245,20.02,17.641,19.488,17.495,21.356,17.975,19.235,17.369,18.057,17.369,4080,7.727429789
56,10,16,18.478,18.013,20.223,18.444,18.836,18.187,18.607,19.214,17.369,17.584,17.369,8960,7.727429789
60,15,16,17.467,17.369,20.024,19.589,19.773,19.164,18.869,17.888,17.843,18.536,17.369,14400,7.727429789
67,6,12,18.857,21.08,17.369,18.928,18.51,18.463,18.166,27.61,18.74,18.053,17.369,4824,7.727429789
69,15,12,18.346,28.155,27.609,20.048,17.369,18.361,18.219,19.499,19.345,17.903,17.369,12420,7.727429789
74,9,5,17.687,19.556,17.369,18.688,18.029,18.854,19.575,18.897,17.577,20.489,17.369,3330,7.727429789
74,16,13,17.369,17.616,18.744,17.632,17.782,18.568,18.379,17.709,17.433,20.953,17.369,15392,7.727429789
79,7,15,20.147,19.519,19.72,18.794,18.258,19.169,17.889,19.445,17.369,19.318,17.369,8295,7.727429789
80,5,16,18.794,18.661,18.053,17.896,17.937,18.277,17.369,18.348,18.679,27.83,17.369,6400,7.727429789
91,15,5,27.879,29.237,22.249,18.516,17.369,18.477,19.338,17.845,18.952,27.531,17.369,6825,7.727429789
99,14,13,18.217,19.267,17.945,21.863,22.016,17.369,17.941,17.902,28.084,27.564,17.369,18018,7.727429789
103,11,6,17.714,18.52,18.135,18.455,18.109,18.15,17.369,17.766,17.977,18.559,17.369,6798,7.727429789
110,15,6,18.872,17.671,20.855,17.369,19.371,18.324,19.789,18.258,18.5,27.657,17.369,9900,7.727429789
113,15,13,20.838,22.217,21.665,21.807,18.046,17.565,17.369,19.391,21.38,27.834,17.369,22035,7.727429789
114,10,7,17.369,19.209,19.364,18.541,27.928,21.229,27.858,21.365,28.307,20.852,17.369,7980,7.727429789
120,12,5,28.763,20.676,17.369,20.763,17.763,19.599,17.795,18.166,17.889,19.236,17.369,7200,7.727429789
128,9,7,20.583,20.325,28.179,28.068,21.234,20.379,20.713,18.122,17.369,18.383,17.369,8064,7.727429789
128,11,6,18.42,17.889,19.371,17.402,17.95,17.369,18.264,18.87,28.025,27.554,17.369,8448,7.727429789
19,13,8,27.347,27.36,33.405,19.043,19.706,17.37,19.439,18.3,19.453,20.27,17.37,1976,7.726984917
29,7,16,18.912,17.451,17.683,19.226,17.794,17.72,17.37,18.6,17.813,17.985,17.37,3248,7.726984917
30,14,15,27.786,21.356,19.23,18.329,17.865,17.509,18.984,18.727,17.796,17.37,17.37,6300,7.726984917
33,6,8,18.123,17.5,17.37,17.646,27.685,19.186,18.68,19.17,18.122,17.997,17.37,1584,7.726984917
35,8,12,21.35,17.738,18.151,18.499,17.89,27.521,20.458,18.657,18.554,17.37,17.37,3360,7.726984917
35,13,4,17.37,18.417,17.689,20.294,27.952,18.338,18.932,19.837,18.446,19.499,17.37,1820,7.726984917
36,9,9,17.873,19.316,17.858,17.514,18.901,18.207,20.93,20.192,27.581,17.37,17.37,2916,7.726984917
41,6,7,19.957,27.866,28.074,28.184,17.52,18.438,17.37,18.241,18.824,18.408,17.37,1722,7.726984917
42,5,6,17.584,19.616,21.653,20.396,19.99,27.857,18.677,18.727,18.167,17.37,17.37,1260,7.726984917
42,14,6,17.37,18.367,20.412,19.983,17.998,19.688,21.661,27.643,19.111,17.499,17.37,3528,7.726984917
43,14,7,27.828,19.29,17.5,27.378,19.202,17.37,19.655,27.68,19.972,20.229,17.37,4214,7.726984917
