Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block_Size,GFLOPS
45,15,5,27.68,27.656,17.575,18.661,20.631,20.376,20.974,18.994,19.777,27.707,17.575,3375,7.636855078
47,10,11,19.521,18.861,17.575,17.814,18.015,18.702,18.435,17.665,18.141,18.088,17.575,5170,7.636855078
49,15,14,18.787,18.482,19.542,18.497,19.141,17.749,18.692,17.999,20.596,17.575,17.575,10290,7.636855078
53,9,5,18.531,18.574,18.947,18.472,19.451,18.186,18.489,17.575,18.585,19.39,17.575,2385,7.636855078
55,4,15,18.393,17.575,18.095,17.801,19.279,27.614,28.93,28.659,28.227,21.43,17.575,3300,7.636855078
64,4,13,19.778,19.751,18.165,19.695,18.616,19.757,28.045,19.068,18.042,17.575,17.575,3328,7.636855078
64,8,15,17.575,18.835,19.698,18.152,21.334,19.74,17.886,18.601,27.804,17.9,17.575,7680,7.636855078
66,8,4,19.401,19.206,27.745,19.878,17.575,19.558,17.613,18.916,18.093,20.943,17.575,2112,7.636855078
67,6,9,18.372,19.28,18.433,17.575,18.557,18.026,18.308,18.791,18.06,20.319,17.575,3618,7.636855078
78,16,8,19.318,18.461,27.943,22.336,17.575,20.126,17.918,17.955,18.068,18.799,17.575,9984,7.636855078
84,7,14,28.006,22.353,17.795,18.813,17.575,18.367,20.732,17.633,19.124,18.125,17.575,8232,7.636855078
85,9,7,21.836,17.644,18.474,17.915,17.948,18.683,18.02,17.575,17.9,18.141,17.575,5355,7.636855078
87,12,5,19.581,17.575,17.982,17.803,18.864,17.773,28.064,18.581,20.28,18.362,17.575,5220,7.636855078
98,15,9,20.617,28.476,27.629,27.83,28.481,17.575,28.468,18.211,28.127,28.038,17.575,13230,7.636855078
103,13,13,17.7,19.908,18.362,21.829,19.929,19.029,17.575,19.036,17.711,19.611,17.575,17407,7.636855078
106,5,4,18.93,18.371,17.614,27.663,28.366,18.531,20.034,17.575,21.23,18.942,17.575,2120,7.636855078
111,16,12,20.18,18.231,17.936,21.247,17.575,18.229,17.9,19.548,18.12,20.232,17.575,21312,7.636855078
112,7,10,18.394,28.736,17.774,20.017,19.81,19.885,17.954,17.575,17.959,17.703,17.575,7840,7.636855078
114,14,8,21.61,27.906,18.898,18.206,18.375,19.168,19.532,17.996,18.227,17.575,17.575,12768,7.636855078
116,4,15,17.575,21.474,20.176,22.401,20.06,22.036,18.035,18.832,19.287,18.207,17.575,6960,7.636855078
116,6,9,17.575,17.742,18.722,19.604,18.592,17.964,18.112,17.998,19.08,18.677,17.575,6264,7.636855078
118,9,10,20.243,28.177,20.244,27.842,21.465,20.05,19.901,28.335,17.575,18.485,17.575,10620,7.636855078
22,13,6,18.231,17.576,18.576,18.964,18.859,17.805,17.794,17.609,18.255,18.613,17.576,1716,7.636420574
26,10,10,18.653,19.858,19.511,27.63,27.363,17.667,21.667,17.576,18.492,18.2,17.576,2600,7.636420574
32,16,14,18.775,18.242,17.802,18.577,20.468,18.889,17.62,17.851,19.17,17.576,17.576,7168,7.636420574
37,10,6,19.313,17.576,19.081,17.828,27.811,19.43,18.361,18.933,17.603,27.853,17.576,2220,7.636420574
45,13,10,19.028,19.043,18.568,19.884,20.694,21.124,18.389,18.733,19.182,17.576,17.576,5850,7.636420574
49,4,6,18.763,17.576,27.806,19.478,18.577,17.609,28.044,19.044,27.702,23.733,17.576,1176,7.636420574
62,11,11,17.764,17.683,17.655,17.576,21.912,17.612,18.496,18.286,17.776,17.947,17.576,7502,7.636420574
71,6,7,17.966,19.596,19.413,19.966,20.04,18.447,17.576,19.635,17.918,27.962,17.576,2982,7.636420574
84,16,9,19.062,18.038,18.669,19.1,17.919,20.434,17.844,18.907,17.576,19.431,17.576,12096,7.636420574
91,8,14,27.442,20.857,17.903,18.654,17.576,19.056,18.09,18.271,19.618,19.815,17.576,10192,7.636420574
110,16,8,27.826,20.63,27.623,22.326,20.171,17.576,19.474,17.808,19.621,18.796,17.576,14080,7.636420574
111,6,8,18.413,21.131,28.308,20.046,17.725,20.689,17.576,18.218,19.948,18.32,17.576,5328,7.636420574
116,5,12,18.073,18.38,18.009,17.576,18.289,19.156,18.241,18.57,18.149,18.355,17.576,6960,7.636420574
122,4,14,19.59,19.11,18.183,19.614,18.917,17.725,19.39,17.576,18.925,18.433,17.576,6832,7.636420574
122,13,6,19.578,18.076,18.83,27.674,18.563,18.77,19.124,17.961,18.165,17.576,17.576,9516,7.636420574
126,7,16,19.002,18.584,27.705,19.152,18.506,18.073,18.302,19.363,17.576,18.723,17.576,14112,7.636420574
126,11,10,18.438,28.791,17.576,18.518,17.643,19.668,18.282,18.032,17.889,18.359,17.576,13860,7.636420574
128,16,14,17.576,28.151,19.216,18.356,20.136,18.078,19.346,17.845,18.051,18.35,17.576,28672,7.636420574
9,9,5,19.146,17.949,18.551,17.577,18.061,18.005,17.73,18.312,27.405,27.552,17.577,405,7.635986118
37,7,16,18.802,20.528,17.577,20.164,17.714,18.793,18.188,17.601,19.171,20.142,17.577,4144,7.635986118
46,6,15,17.751,17.577,27.609,21.722,18.441,17.868,19.748,19.188,21.756,20.167,17.577,4140,7.635986118
47,5,14,19.778,17.577,22.459,20.208,19.357,18.113,21.339,19.577,20.034,19.416,17.577,3290,7.635986118
53,6,10,17.577,18.429,24.422,17.831,18.043,17.952,22.28,19.279,17.797,18.121,17.577,3180,7.635986118
53,16,6,18.751,19.969,18.27,17.629,17.577,17.992,17.829,27.71,19.386,27.552,17.577,5088,7.635986118
61,8,12,27.785,17.577,28.011,27.747,18.605,19.205,18.502,18.272,19.013,18.707,17.577,5856,7.635986118
64,13,9,27.804,19.265,18.02,19.031,18.492,17.729,18.69,17.577,27.653,18.646,17.577,7488,7.635986118
67,5,4,19.501,18.084,18.657,17.684,17.577,18.199,18.124,17.934,19.591,18.301,17.577,1340,7.635986118
68,5,12,19.448,18.005,17.577,18.853,19.497,21.333,17.965,17.609,17.854,18.101,17.577,4080,7.635986118
72,8,14,20.134,28.234,18.589,28.213,18.624,20.107,18.033,19.379,17.577,19.897,17.577,8064,7.635986118
74,8,15,27.909,18.183,28.058,18.946,18.156,24.016,17.577,18.853,18.722,17.896,17.577,8880,7.635986118
76,12,12,18.792,18.738,19.975,18.852,18.706,18.118,17.694,17.641,19.374,17.577,17.577,10944,7.635986118
85,13,9,22.656,17.831,17.577,17.744,19.268,19.035,18.228,17.92,18.872,17.685,17.577,9945,7.635986118
87,15,5,20.489,19.218,17.925,18.908,17.697,18.237,19.389,19.445,19.727,17.577,17.577,6525,7.635986118
90,11,14,18.567,17.866,19.336,27.95,28.488,18.597,17.577,18.584,20.221,20.665,17.577,13860,7.635986118
103,15,4,19.113,19.678,18.109,19.029,18.513,18.476,17.949,17.689,18.212,17.577,17.577,6180,7.635986118
104,15,14,18.067,19.474,18.304,21.093,27.875,20.305,21.105,27.996,17.577,27.658,17.577,21840,7.635986118
108,4,15,20.019,18.686,17.577,18.309,18.624,19.303,19.506,28.428,18.071,27.705,17.577,6480,7.635986118
118,8,10,20.054,17.827,19.038,17.577,18.234,18.087,28.02,27.828,20.298,18.786,17.577,9440,7.635986118
123,13,10,17.969,21.135,18.171,19.413,17.59,18.351,17.577,19.703,18.979,20.049,17.577,15990,7.635986118
22,8,6,17.578,27.534,19.554,19.217,18.594,17.914,17.677,18.383,18.195,19.483,17.578,1056,7.635551712
27,5,11,18.807,18.504,19.931,18.558,17.605,27.43,18.161,27.611,17.578,19.485,17.578,1485,7.635551712
37,9,9,21.233,18.704,18.417,21.461,27.671,18.487,17.578,18.871,17.869,17.773,17.578,2997,7.635551712
64,14,15,30.864,19.102,19.929,18.587,18.471,19.225,17.578,27.772,28.44,18.913,17.578,13440,7.635551712
69,5,4,18.621,24.784,17.578,22.049,19.143,20.446,19.284,21.668,27.963,18.369,17.578,1380,7.635551712
71,14,4,20.015,18.266,18.829,18.459,18.089,18.85,18.26,18.343,19.031,17.578,17.578,3976,7.635551712
84,5,11,18.367,37.97,18.232,19.202,18.199,17.944,17.578,19.638,17.942,18.172,17.578,4620,7.635551712
92,6,16,17.96,17.896,17.895,18.565,19.452,18.067,17.578,18.36,19.435,18.922,17.578,8832,7.635551712
104,6,7,19.197,17.578,18.644,18.93,18.196,18.076,27.615,20.25,18.566,17.695,17.578,4368,7.635551712
108,9,4,20.811,20.553,17.661,18.094,17.886,21.893,18.347,19.237,17.79,17.578,17.578,3888,7.635551712
117,5,9,19.37,18.589,17.578,20.598,18.582,20.243,18.389,19.495,18.245,18.328,17.578,5265,7.635551712
121,13,16,17.699,18.955,18.039,18.58,17.578,18.225,18.231,19.27,20.064,20.864,17.578,25168,7.635551712
121,16,14,17.992,18.294,17.578,17.825,19.743,19.708,18.185,27.418,28.269,20.029,17.578,27104,7.635551712
123,8,4,28.736,18.856,28.072,18.92,18.354,17.656,17.578,18.978,21.413,20.656,17.578,3936,7.635551712
124,13,11,19.004,20.434,19,17.589,17.578,17.905,21.252,27.683,18.271,28.114,17.578,17732,7.635551712
128,9,16,17.578,24.411,27.462,18.071,34.842,27.844,19.635,21.3,27.63,27.875,17.578,18432,7.635551712
7,12,16,17.679,27.215,19.037,18.171,27.395,18.395,18.532,18.334,19.445,17.579,17.579,1344,7.635117356
7,15,15,21.371,27.586,29.331,18.109,18.21,18.931,17.579,17.927,27.108,18.783,17.579,1575,7.635117356
16,14,7,18.766,18.334,18.855,17.579,17.907,18.205,17.784,18.865,17.661,17.931,17.579,1568,7.635117356
23,16,13,18.171,19.239,17.579,17.875,27.271,27.44,19.017,18.436,18.198,19.368,17.579,4784,7.635117356
25,4,8,19.051,18.717,18.613,17.579,19.987,17.762,27.484,19.557,18.488,18.997,17.579,800,7.635117356
35,6,4,18.926,19.651,20.199,18.815,19.056,17.579,18.096,17.681,17.637,17.82,17.579,840,7.635117356
38,5,6,17.579,20.116,19.475,20.198,19.799,19.19,18.58,27.718,22.282,18.948,17.579,1140,7.635117356
39,8,7,18.118,18.268,17.641,17.652,18.136,17.58,17.579,20.746,27.937,17.795,17.579,2184,7.635117356
50,11,9,27.793,21.232,27.994,17.975,17.579,17.756,18.782,18.211,19.033,18.199,17.579,4950,7.635117356
54,5,6,27.994,19.408,27.921,19.996,18.36,17.927,19.094,18.916,18.82,17.579,17.579,1620,7.635117356
55,11,13,19.266,17.695,18.222,18.172,19.139,19.873,18.492,21.601,17.579,17.815,17.579,7865,7.635117356
61,10,7,19.005,24.32,18.511,20.286,20.873,17.579,22.099,28.113,20.193,19.876,17.579,4270,7.635117356
61,15,11,20.856,21.44,17.579,19.74,18.485,27.603,18.055,19.542,18.167,27.694,17.579,10065,7.635117356
66,12,14,28.749,28.601,19.222,27.912,28.321,18.641,19.854,17.579,18.45,17.967,17.579,11088,7.635117356
76,9,15,21.146,27.435,17.579,27.9,26.391,20.415,17.9,27.827,18.418,27.802,17.579,10260,7.635117356
76,15,6,28.516,19.138,28.031,20.909,17.681,21.087,17.579,19.894,18.579,20.026,17.579,6840,7.635117356
77,10,7,18.418,18.016,17.696,17.651,17.588,18.298,17.579,18.127,17.913,18.162,17.579,5390,7.635117356
77,10,10,18.826,19.33,18.778,18.622,19.483,20.22,18.389,19.549,17.579,18.553,17.579,7700,7.635117356
89,15,15,18.436,17.834,17.579,19.101,19.44,20.506,18.913,20.362,19.206,18.316,17.579,20025,7.635117356
108,4,14,18.597,18.245,18.577,18.604,18.644,20.695,17.607,17.579,18.763,17.606,17.579,6048,7.635117356
111,16,13,17.724,19.602,17.579,27.722,20.961,19.835,18.451,18.418,19.886,18.598,17.579,23088,7.635117356
114,5,7,17.579,18.45,27.621,20.925,19.75,19.584,18.754,18.272,18.09,17.766,17.579,3990,7.635117356
123,14,6,18.604,19.976,18.078,20.763,17.662,20.295,18.917,19.507,17.579,18.186,17.579,10332,7.635117356
124,11,7,18.929,17.921,18.735,18.802,20.277,17.579,17.828,18.432,20.723,27.796,17.579,9548,7.635117356
127,11,5,19.279,19.737,17.579,19.809,18.689,18.935,17.614,18.869,19.646,27.883,17.579,6985,7.635117356
8,13,4,27.16,27.326,27.845,18.966,27.782,18.189,20.695,27.642,17.58,28.03,17.58,416,7.634683049
10,5,5,18.317,20.409,18.163,17.929,18.763,27.527,18.876,17.733,17.58,21.031,17.58,250,7.634683049
30,9,8,35.69,18.241,17.58,27.356,20.555,17.91,18.892,18.561,18.342,19.108,17.58,2160,7.634683049
33,7,6,27.99,21.801,18.29,19.694,20.136,21.591,17.58,25.848,21.14,20.03,17.58,1386,7.634683049
34,4,11,20.421,20.94,17.58,20.494,17.98,20.36,18.143,22.282,27.859,17.803,17.58,1496,7.634683049
47,4,11,18.483,27.885,18.173,18.517,21.859,19.279,19.646,27.919,17.58,19.857,17.58,2068,7.634683049
50,10,10,19.306,18.558,19.488,20.078,17.58,18.644,18.009,18.289,17.693,18.655,17.58,5000,7.634683049
51,5,12,28.019,27.764,22.343,20.851,18.033,18.529,18.2,17.895,17.916,17.58,17.58,3060,7.634683049
57,4,11,19.773,19.367,21.575,17.966,17.674,17.58,17.652,18.932,18.816,20.243,17.58,2508,7.634683049
57,12,16,18.781,20.264,20.357,18.369,17.58,19.62,20.554,28.377,18.75,18.601,17.58,10944,7.634683049
63,4,12,19.649,18.2,17.58,17.901,21.249,17.87,18.371,17.671,17.648,18.649,17.58,3024,7.634683049
73,12,9,19.503,19.308,17.58,18.864,19.107,18.852,19.007,18.552,28.269,18.276,17.58,7884,7.634683049
74,9,11,27.898,19.479,18.658,19.049,19.402,18.143,17.58,18.285,18.805,27.699,17.58,7326,7.634683049
86,16,5,20.107,19.233,17.58,18.246,18.164,17.883,19.379,21.729,17.598,18.484,17.58,6880,7.634683049
89,6,8,21.786,19.842,18.45,18.37,17.966,18.875,27.507,18.931,28.091,17.58,17.58,4272,7.634683049
89,8,8,17.58,28.29,18.141,28.197,21.058,18.225,18.481,18.797,17.78,18.242,17.58,5696,7.634683049
92,16,12,20.195,17.883,19.173,17.58,17.732,19.263,18.157,18.307,19.896,27.384,17.58,17664,7.634683049
107,5,7,17.645,17.61,17.917,18.479,19.473,17.58,17.998,17.97,19.605,18.393,17.58,3745,7.634683049
107,14,15,18.305,17.671,27.594,27.381,22.024,19.145,17.58,18.866,18.7,19.668,17.58,22470,7.634683049
114,9,12,20.036,27.962,18.357,27.627,19.268,17.58,21.699,18.39,18.474,18.209,17.58,12312,7.634683049
121,14,12,19.682,17.804,18.897,18.264,17.922,27.535,27.994,19.031,19.268,17.58,17.58,20328,7.634683049
125,5,6,20.655,19.545,18.02,18.152,18.791,20.62,28.007,19.812,17.851,17.58,17.58,3750,7.634683049
29,10,16,27.766,18.681,17.581,18.523,19.041,27.615,27.505,27.437,27.457,19.145,17.581,4640,7.634248791
30,14,14,21.906,19.862,17.581,18.988,17.627,21.77,27.579,27.5,28.022,19.446,17.581,5880,7.634248791
35,11,10,28.02,19.591,28.131,20.09,28.23,17.685,19.209,18.55,18.68,17.581,17.581,3850,7.634248791
44,9,16,17.995,20.333,18.179,18.033,17.607,20.417,20.735,18.016,17.953,17.581,17.581,6336,7.634248791
53,9,10,21.942,20.444,17.885,18.355,17.857,18.768,17.617,28.082,17.581,18.324,17.581,4770,7.634248791
56,4,12,18.469,17.581,19.058,19.074,17.87,18.604,20.291,17.593,18.131,19.723,17.581,2688,7.634248791
57,9,12,18.262,17.581,19.579,19.226,19.375,19.908,21.239,18.758,19.712,18.428,17.581,6156,7.634248791
61,9,14,17.581,18.368,27.844,27.944,27.888,28.011,18.927,27.92,19.904,18.63,17.581,7686,7.634248791
62,16,7,18.682,17.591,17.982,18.947,17.66,19.334,17.581,19.402,18.074,18.174,17.581,6944,7.634248791
66,6,8,20.888,17.665,18.4,18.363,19.217,17.581,18.582,19.443,27.92,19.392,17.581,3168,7.634248791
