Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block Size,GFLOPS
42,12,9,257.849,246.944,250.22,304.193,251.037,302.872,270.473,275.051,263.957,256.871,246.944,4536,0.543514837
104,11,10,246.945,258.293,255.774,254.623,285.339,280.519,248.391,266.762,276.449,250.113,246.945,11440,0.543512636
73,12,12,246.946,266.015,302.733,258.656,277.569,282.612,287.24,261.835,284.654,248.551,246.946,10512,0.543510435
75,4,15,302.054,252.813,253.768,270.184,272.237,290.703,288.919,251.29,246.947,251.469,246.947,4500,0.543508235
62,4,7,246.948,263.772,271.104,329.988,275.611,354.314,269.12,276.122,382.375,291.395,246.948,1736,0.543506034
109,13,16,246.948,291.857,275.135,272.507,252.373,372.453,372.685,325.151,252.061,257.593,246.948,22672,0.543506034
28,9,6,303.153,278.723,303.146,249.517,311.812,321.623,252.089,246.95,334.059,255.774,246.95,1512,0.543501632
51,11,5,254.378,262.778,276.515,255.343,259.513,246.95,300.948,390.504,269.147,247.48,246.95,2805,0.543501632
72,16,15,291.184,255.384,280.546,322.624,369.022,257.681,272.786,246.951,251.326,247.327,246.951,17280,0.543499431
89,10,16,249.818,282.217,306.073,248.082,263.457,305.589,329.458,246.951,310.601,259.065,246.951,14240,0.543499431
69,9,14,315.364,390.916,264.695,350.066,388.086,396.392,267.748,321.496,246.952,247.998,246.952,8694,0.54349723
79,4,9,248.502,297.312,249.383,316.556,256.935,321.63,281.381,247.662,257.922,246.952,246.952,2844,0.54349723
52,8,11,321.768,291.458,264.981,390.033,246.955,259.913,251.908,255.262,258.383,260.133,246.955,4576,0.543490628
103,16,12,326.02,255.673,300.364,254.67,250.515,266.632,282.14,254.11,311.954,246.955,246.955,19776,0.543490628
117,5,14,272.489,255.17,247.221,260.116,246.955,294.72,259.178,260.08,250.999,252.716,246.955,8190,0.543490628
18,9,13,253.047,253.469,289.794,323.194,250.922,257.776,255.344,254.461,277.937,246.956,246.956,2106,0.543488427
85,13,9,298.725,312.435,275.853,259.45,332.91,375.291,251.025,246.956,261.87,248.452,246.956,9945,0.543488427
66,8,8,252.148,345.764,329.725,277.704,295.571,253.282,272.226,246.957,345.116,262.759,246.957,4224,0.543486226
101,12,6,283.821,263.716,263.845,248.842,297.185,301.4,290.267,249.834,246.958,262.59,246.958,7272,0.543484026
91,10,5,246.959,258.054,249.184,254.818,257.521,271.813,250.443,297.908,257.225,249.181,246.959,4550,0.543481825
5,4,15,254.644,254.787,313.412,349.928,350.065,247.821,248.305,249.108,273.092,246.961,246.961,300,0.543477424
81,11,14,254.068,246.961,261.595,254.585,275.675,279.789,257.819,255.594,259.678,254.108,246.961,12474,0.543477424
107,9,14,254.005,288.594,266.581,285.055,277.339,251.069,271.412,295.995,246.961,307.465,246.961,13482,0.543477424
21,10,12,280.8,304.748,279.317,298.789,263.956,279.759,278.666,246.962,268.12,289.668,246.962,2520,0.543475223
113,8,8,253.856,298.392,290.478,271.816,248.354,252.773,246.962,252.068,256.849,247.029,246.962,7232,0.543475223
10,11,7,261.973,323.479,314.922,246.963,258.55,329.372,289.788,353.318,356.665,320.222,246.963,770,0.543473022
41,12,10,289.846,278.48,251.406,247.782,254.355,247.632,310.442,268.554,255.157,246.963,246.963,4920,0.543473022
101,6,11,278.138,300.104,310.205,265.787,261.358,263.578,246.963,268.097,305.589,259.205,246.963,6666,0.543473022
123,7,11,273.73,261.446,254.88,246.963,250.91,259.174,288.629,325.896,377.384,305.949,246.963,9471,0.543473022
9,6,13,295.946,286.127,258.78,259.117,272.193,246.964,263.331,287.425,308.333,288.542,246.964,702,0.543470822
22,14,6,331.492,263.016,246.964,336.87,301.164,298.439,259.378,270.186,271.739,333.635,246.964,1848,0.543470822
106,9,14,249.567,289.935,278.876,311.985,268.375,258.91,246.964,257.358,252.882,276.596,246.964,13356,0.543470822
5,5,7,246.966,256.095,388.653,331.657,261.2,263.906,255.657,272.223,282.192,251.58,246.966,175,0.54346642
49,13,15,263.12,292.832,249.698,247.01,249.4,261.004,246.999,303.301,246.966,298.748,246.966,9555,0.54346642
119,9,11,264.685,303.998,285.706,270.855,246.967,271.366,302.055,297.465,268.866,255.97,246.967,11781,0.54346422
78,13,14,246.972,251.78,272.596,317.309,331.824,265.683,260.006,406.82,392.606,305.406,246.972,14196,0.543453217
59,6,12,250.136,246.973,254.432,396.371,353.113,273.165,265.84,288.833,264.662,286.67,246.973,4248,0.543451017
25,13,9,246.974,263.606,262.846,272.917,281.564,259.272,254.447,250.39,276.796,305.907,246.974,2925,0.543448816
45,7,5,258.645,258.989,260.127,251.979,336.947,281.632,287.691,254.796,246.976,252.007,246.976,1575,0.543444416
55,12,14,394.675,294.651,254.165,261.991,246.98,302.096,306.181,321.489,280.44,252.858,246.98,9240,0.543435614
80,6,12,289.689,264.164,262.088,246.98,257.468,248.416,257.877,258.11,313.643,297.182,246.98,5760,0.543435614
39,14,9,323.93,246.981,250.174,263.454,253.666,290.711,267.445,261.931,338.371,382.965,246.981,4914,0.543433414
62,9,15,315.274,284.29,305.098,258.118,249.151,278.931,246.982,248.552,266.814,266.485,246.982,8370,0.543431214
60,16,14,271.169,386.203,293.165,303.845,305.703,250.191,246.983,261.625,256.776,295.554,246.983,13440,0.543429013
56,9,8,260.501,318.324,293.047,297.35,287.513,246.985,281.092,287.998,287.354,312.229,246.985,4032,0.543424613
8,16,10,246.986,293.541,307.136,315.894,274.253,253.847,268.857,257.978,259.092,335.955,246.986,1280,0.543422413
91,8,11,247.274,301.365,246.986,286.154,295.458,255.42,250.515,247.83,248.133,249.058,246.986,8008,0.543422413
45,12,8,249.15,273.856,263.001,277.171,253.979,247.436,246.987,321.215,267.862,360.508,246.987,4320,0.543420212
37,14,9,282.55,278.515,289.965,276.813,296.748,265.05,266.536,246.989,311.283,353.621,246.989,4662,0.543415812
93,15,11,288.733,246.989,269.688,323.396,247.632,254.092,266.358,337.461,267.938,298.544,246.989,15345,0.543415812
43,9,7,312.683,253.342,300.122,321.912,246.99,259.898,253.862,278.463,254.39,254.593,246.99,2709,0.543413612
56,15,15,257.835,397.328,339.572,343.119,246.99,348.911,282.059,317.313,383.696,372.165,246.99,12600,0.543413612
122,15,16,354.051,382.865,246.99,281.459,330.95,272.666,266.328,247.188,254.765,276.588,246.99,29280,0.543413612
4,9,5,255.704,286.652,276.345,266.953,246.992,261.361,333.693,255,353.4,370.961,246.992,180,0.543409212
105,7,6,333.513,274.986,263.789,246.992,256.99,285.484,335.636,260.367,296.349,257.782,246.992,4410,0.543409212
66,5,11,319.475,258.865,287.006,288.844,292.029,246.993,349.682,251.254,348.312,389.003,246.993,3630,0.543407012
113,15,6,328.42,246.993,263.611,253.226,251.267,250.149,263.582,259.478,300.052,259.402,246.993,10170,0.543407012
33,10,5,246.996,254.873,299.416,267.416,283.452,358.584,376.433,295.023,355.109,384.204,246.996,1650,0.543400411
49,7,6,298.866,261.972,278.954,304.96,300.065,354.542,314.889,338.021,387.361,246.998,246.998,2058,0.543396011
100,11,9,263.289,279.015,263.672,246.998,247.693,249.701,254.117,248.754,282.122,298.996,246.998,9900,0.543396011
27,7,4,249.409,256.075,246.999,254.405,255.158,258.9,254.51,256.183,285.337,257.566,246.999,756,0.543393811
8,8,8,247,252.772,287.176,289.312,268.688,318.898,272.063,291.771,252.466,251.197,247,512,0.543391611
62,13,12,256.137,247,265.31,272.495,250.298,285.674,294.298,264.789,296.597,291.824,247,9672,0.543391611
19,15,6,247.001,298.764,336.329,298.43,387.4,397.062,391.834,304.789,315.588,315.944,247.001,1710,0.543389411
90,6,11,281.17,303.193,247.002,297.164,255.378,265.057,296.432,260.886,261.776,256.635,247.002,5940,0.543387211
18,7,7,257.366,247.003,259.804,282.775,274.702,305.584,289.199,278.531,249.743,253.749,247.003,882,0.543385012
46,11,6,352.727,260.542,269.948,265.481,324.182,336.705,247.003,300.816,308.821,258.725,247.003,3036,0.543385012
43,4,5,304.898,306.603,249.66,277.223,248.753,263.43,256.331,264.69,252.529,247.005,247.005,860,0.543380612
123,13,16,273.085,281.85,281.865,289.596,295.689,323.716,247.007,271.971,301.422,257.532,247.007,25584,0.543376212
43,6,14,278.342,280.561,247.009,253.402,256.485,317.528,309.917,261.477,333.013,279.208,247.009,3612,0.543371812
110,11,10,261.17,272.233,251.051,251.324,247.009,291.676,250.13,288.406,292.256,262.344,247.009,12100,0.543371812
116,9,7,269.903,249.874,291.066,279.582,250.549,280.947,250.074,247.01,286.41,255.666,247.01,7308,0.543369613
70,12,7,252.624,291.456,253.583,254.873,266.366,250.392,322.069,247.012,354.453,392.306,247.012,5880,0.543365213
87,13,16,280.536,305.182,371.594,276.858,350.136,274.86,253.785,247.012,285.146,269.391,247.012,18096,0.543365213
91,15,7,303.581,248.321,262.56,262.056,252.515,265.493,250.726,258.173,247.012,261.045,247.012,9555,0.543365213
92,10,7,254.916,297.757,284.155,265.931,295.214,281.99,272.593,265.327,250.627,247.013,247.013,6440,0.543363013
5,14,9,247.014,250.743,266.882,256.221,249.584,272.867,308.597,247.793,256.994,261.521,247.014,630,0.543360814
49,8,6,261.787,247.014,282.813,283.085,390.813,364.137,318.548,264.631,289.556,314.035,247.014,2352,0.543360814
66,15,10,253.096,286.039,275.2,266.208,279.236,291.54,347.405,262.071,331.828,247.014,247.014,9900,0.543360814
32,10,13,247.016,333.593,252.531,247.288,303.091,258.954,306.417,333.202,332.294,298.396,247.016,4160,0.543356414
43,16,5,299.519,278.772,249.702,264.571,260.27,247.017,261.552,257.738,304.602,256.648,247.017,3440,0.543354214
71,13,9,265.13,285.591,264.675,267.819,247.017,249.779,251.224,250.02,313.005,314.13,247.017,8307,0.543354214
74,13,7,247.484,251.908,247.017,253.675,286.776,267.893,362.465,391.333,388.482,294.159,247.017,6734,0.543354214
78,7,12,254.251,331.103,306.135,342.808,388.897,278.918,256.749,247.019,260.314,312.318,247.019,6552,0.543349815
33,13,15,320.067,307.195,321.52,258.226,321.198,303.938,247.021,274.085,330.978,295.47,247.021,6435,0.543345416
13,15,5,258.987,279.238,296.2,261.113,330.906,305.075,259.707,258.626,247.022,273.225,247.022,975,0.543343216
124,15,11,268.906,308.408,247.023,253.152,250.338,265.472,279.486,279.592,252.001,248.25,247.023,20460,0.543341017
36,10,10,317.079,326.65,302.948,264.537,247.024,264.664,257.604,312.369,261.419,269.064,247.024,3600,0.543338817
29,12,11,302.856,301.301,332.119,313.024,248.876,313.108,247.025,311.18,255.281,283.347,247.025,3828,0.543336618
40,5,9,263.675,248.325,247.025,269.55,293.369,282.864,262.658,296.836,267.33,255.584,247.025,1800,0.543336618
80,11,16,296.721,279.17,247.025,257.364,255.621,341.752,386.269,277.798,298.067,258.309,247.025,14080,0.543336618
51,5,9,383.961,325.44,267.946,429,277.26,278.562,247.026,248.002,247.445,284.79,247.026,2295,0.543334418
91,10,16,247.026,285.361,251.775,271.544,268.941,272.838,254.931,249.201,253.645,279.377,247.026,14560,0.543334418
14,12,7,290.037,270.001,247.027,274.737,277.33,248.857,269.06,268.233,267.276,264.461,247.027,1176,0.543332219
126,9,16,254.289,248.821,247.027,249.787,261.728,262.249,252.483,288.116,279.128,285.882,247.027,18144,0.543332219
42,4,14,301.774,247.859,290.264,295.642,248.521,247.029,247.524,269.728,269.117,261.298,247.029,2352,0.54332782
104,8,13,247.03,264.883,251.175,257.128,279.518,257.874,270.307,253.602,262.567,273.514,247.03,10816,0.54332562
90,6,6,287.459,302.142,261.95,256.261,247.032,257.37,249.94,254.852,278.651,247.593,247.032,3240,0.543321222
109,10,9,247.595,248.826,275.34,276.043,256.436,247.032,255.717,286.692,280.327,251.059,247.032,9810,0.543321222
89,16,14,262.534,253.032,288.913,317.526,270.464,262.939,282.315,249.126,247.036,262.844,247.036,19936,0.543312424
15,11,15,265.31,256.24,247.037,263.443,254.275,252.392,256.984,280.177,257.118,265.555,247.037,2475,0.543310225
17,14,16,247.037,248.491,251.579,264.77,305.818,281.466,391.386,385.309,392.627,274.003,247.037,3808,0.543310225
46,7,7,247.037,286.658,260.078,247.92,250.533,300.416,317.623,258.557,253.864,268.114,247.037,2254,0.543310225
123,6,16,331.462,378.167,283.016,301.282,280.862,265.539,278.824,257.032,247.037,249.184,247.037,11808,0.543310225
73,7,14,257.625,287.868,253.687,284.407,247.04,321.665,248.119,250.334,261.552,248.28,247.04,7154,0.543303627
44,11,16,247.042,247.053,268.773,249.563,256.142,251.944,281.969,392.862,283.051,319.588,247.042,7744,0.543299228
6,12,11,247.043,326.452,266.78,373.111,314.793,269.488,284.287,307.801,318.574,318.501,247.043,792,0.543297029
7,4,9,257.122,324.992,247.043,283.487,260.55,309.413,287.394,262.116,323.449,357.761,247.043,252,0.543297029
42,4,6,373.942,267.671,294.792,254.631,247.044,250.559,297.897,299.805,284.832,270.767,247.044,1008,0.54329483
124,8,10,254.986,247.044,254.976,301.179,262.693,265.607,284.481,249.093,251.023,248.243,247.044,9920,0.54329483
47,6,15,247.045,332.925,314.219,258.333,251.582,248.45,275.92,284.361,265.689,296.914,247.045,4230,0.543292631
108,11,9,258.036,297.056,261.262,267.117,256.915,316.871,277.22,247.046,284.749,291.658,247.046,10692,0.543290432
13,8,10,264.265,297.598,285.493,247.049,322.738,249.454,293.397,249.052,269.076,276.159,247.049,1040,0.543283834
119,7,7,307.803,250.305,290.084,285.129,257.7,247.052,325.762,248.806,251.264,257.969,247.052,5831,0.543277237
4,15,10,257.954,299.168,261.288,304.036,306.265,254.342,251.984,247.053,252.973,279.016,247.053,600,0.543275038
23,4,4,253.596,251.56,335.021,261.696,365.977,265.158,261.98,269.624,247.053,280.036,247.053,368,0.543275038
90,7,5,262.193,265.844,254.901,247.055,250.655,277.67,259.841,251.508,249.464,247.219,247.055,3150,0.54327064
90,8,7,311.423,255.946,260.138,247.055,268.012,296.947,272.363,291.292,256.126,299.217,247.055,5040,0.54327064
110,13,16,254.372,278.312,247.894,253.589,247.055,320.19,252.529,256.48,248.516,248.131,247.055,22880,0.54327064
34,5,4,254.052,353.631,301.985,282.863,252.224,250.183,268.34,247.058,319.368,320.174,247.058,680,0.543264043
64,13,8,276.712,288.019,314.083,297.173,260.375,294.817,247.058,254.865,280.689,281.613,247.058,6656,0.543264043
104,16,9,260.588,277.423,311.732,247.059,269.06,258.597,368.95,334.707,292.881,272.265,247.059,14976,0.543261844
77,8,14,330.41,331.791,369.256,280.865,329.842,372.143,257.029,247.061,248.472,287.484,247.061,8624,0.543257447
16,8,8,310.022,281.252,289.198,247.062,252.257,252.022,265.832,254.513,247.152,284.611,247.062,1024,0.543255248
48,16,8,287.05,265.046,248.441,294.587,279.906,311.074,251.51,370.179,386.666,247.063,247.063,6144,0.543253049
8,12,13,289.245,285.199,247.064,277.268,248.154,256.3,282.869,252.198,257.617,256.822,247.064,1248,0.54325085
36,16,9,260.167,368.821,376.197,373.589,376.135,367.231,302.343,387.17,247.064,268.089,247.064,5184,0.54325085
44,12,7,258.738,247.064,266.332,247.481,259.624,248.524,256.017,305.637,263.972,317.89,247.064,3696,0.54325085
119,5,15,306.889,299.023,357.777,257.854,314.572,309.726,288.42,247.065,289.488,250.48,247.065,8925,0.543248651
32,9,16,304.321,318.86,327.799,298.35,247.067,275.892,273.512,248.678,284.692,267.396,247.067,4608,0.543244254
77,6,15,386.355,282.995,247.067,282.114,296.606,254.501,247.5,256.085,372.813,278.331,247.067,6930,0.543244254
18,15,9,247.068,263.99,302.417,346.361,306.449,271.25,296.321,297.744,371.387,249.561,247.068,2430,0.543242055
18,15,11,262.345,263.153,284.058,268.054,320.31,304.175,283.821,260.261,247.068,260.037,247.068,2970,0.543242055
68,12,14,345.743,298.525,294.254,316.508,297.909,271.656,247.07,251.496,248.846,272.334,247.07,11424,0.543237657
59,12,7,268.178,291.744,250.576,247.071,282.767,335.282,286.839,249.331,249.752,267.562,247.071,4956,0.543235459
106,11,5,285.215,289.205,247.071,253.497,288.214,249.518,265.583,250.136,257.462,294.563,247.071,5830,0.543235459
58,7,16,252.602,254.795,250.71,251.483,247.072,270.308,292.547,299.451,275.221,374.236,247.072,6496,0.54323326
104,8,7,259.416,251.695,258.394,247.072,248.591,250.509,257.203,251.127,299.893,289.218,247.072,5824,0.54323326
47,14,11,263.677,283.374,247.074,301.938,281.719,312.165,271.075,250.411,257.663,247.712,247.074,7238,0.543228863
61,15,6,247.076,252.226,247.813,248.586,248.386,257.25,284.944,267.657,345.201,299.231,247.076,5490,0.543224465
127,13,4,359.216,337.289,299.117,318.579,348.922,339.639,356.687,250.758,251.434,247.076,247.076,6604,0.543224465
12,15,11,340.529,278.422,278.655,392.663,264.541,401.92,384.521,359.829,247.079,313.093,247.079,1980,0.54321787
29,6,14,294.813,308.328,303.512,302.867,327.048,302.749,256.246,302.797,247.079,311.392,247.079,2436,0.54321787
47,9,5,334.514,289.092,362.846,283.583,286.03,287.385,277.258,323.368,247.079,259.054,247.079,2115,0.54321787
120,9,8,248.062,292.464,247.079,248.808,251.648,355.651,255.179,276.39,285.067,254.984,247.079,8640,0.54321787
19,11,7,256.234,287.415,296.49,257.64,260.472,254.761,265.946,248.726,247.08,260.927,247.08,1463,0.543215671
26,11,13,265.724,268.005,300.734,278.167,250.915,247.08,270.513,258.836,259.855,261.471,247.08,3718,0.543215671
41,12,6,302.031,248.668,248.127,247.081,249.054,248.623,253.91,279.743,282.622,256.653,247.081,2952,0.543213473
58,11,14,273.079,288.421,258.247,247.083,259.047,255.16,247.891,286.94,309.468,270.465,247.083,8932,0.543209075
26,9,4,257.65,247.162,258.241,252.081,260.956,256.424,267.566,251.294,247.084,340.152,247.084,936,0.543206877
67,11,11,310.026,270.165,277.073,268.726,262.896,299.547,290.758,247.084,261.312,267.333,247.084,8107,0.543206877
44,16,9,319.653,247.086,291.605,286.316,276.757,266.085,305.883,290.554,278.224,269.81,247.086,6336,0.54320248
102,16,12,325.584,284.17,247.088,256.043,300.87,263.861,248.499,286.859,263.822,252.562,247.088,19584,0.543198083
15,13,8,307.229,264.819,247.719,252.058,247.09,249.218,331.216,284.788,297.976,266.151,247.09,1560,0.543193687
40,11,14,331.408,281.294,281.222,247.091,251.175,250.339,288.234,250.384,272.234,295.371,247.091,6160,0.543191488
34,10,8,292.259,290.745,247.092,260.214,249.592,321.908,352.181,281.636,340.256,283.508,247.092,2720,0.54318929
46,12,14,253.99,331.12,252.042,305.642,279.195,247.092,257.111,250.455,262.451,267.766,247.092,7728,0.54318929
94,6,6,247.093,263.077,299.041,262.481,280.841,268.82,254.114,266.139,300.495,321.132,247.093,3384,0.543187091
73,11,4,258.086,271.727,255.202,284.219,255.947,247.094,250.349,266.917,282.391,261.533,247.094,3212,0.543184893
77,5,6,260.769,249.918,253.563,249.486,257.537,276.316,247.095,311.882,288.104,250.348,247.095,2310,0.543182695
5,14,5,276.427,272.469,309.093,253.257,247.096,261.041,252.293,290.562,266.513,281.562,247.096,350,0.543180497
50,10,10,302.295,274.543,300.304,311.27,291.934,290.243,288.15,281.616,252.208,247.096,247.096,5000,0.543180497
58,10,8,376.74,357.653,287.647,272.321,260.559,259.799,249.106,247.098,248.017,280.348,247.098,4640,0.5431761
96,11,11,308.347,255.409,247.098,257.129,281.042,279.881,316.336,248.558,269.494,271.242,247.098,11616,0.5431761
41,11,6,265.442,257.512,247.1,260.464,275.258,275.975,253.269,264.676,247.822,253.879,247.1,2706,0.543171704
70,10,6,300.119,247.1,263.214,290.661,277.613,261.31,251.89,269.139,254.91,255.598,247.1,4200,0.543171704
20,9,10,387.052,289.261,344.528,327.929,266.804,267.829,289.006,249.196,247.101,249.24,247.101,1800,0.543169506
107,16,11,247.102,299.062,270.98,274.435,253.396,293.543,280.789,256.739,328.435,248.2,247.102,18832,0.543167307
69,5,5,326.33,269.599,341.253,274.658,259.756,247.104,255.127,253.699,307.98,262.779,247.104,1725,0.543162911
124,14,14,254.39,302.56,294.163,254.873,247.434,254.659,394.328,306.891,356.531,247.104,247.104,24304,0.543162911
41,9,14,263.396,247.105,256.294,262.027,247.404,259.392,309.501,247.768,289.861,267.44,247.105,5166,0.543160713
46,6,5,247.109,266.6,328.966,278.371,338.108,252.608,297.034,253.701,335.395,253.357,247.109,1380,0.543151921
29,6,13,323.466,337.31,291.575,307.831,300.845,301.401,247.111,257.959,309.976,304.28,247.111,2262,0.543147525
122,4,4,274.087,289.637,305.901,268.007,247.111,285.155,251.894,261.359,370.16,250.285,247.111,1952,0.543147525
42,9,10,272.196,283.781,294.915,247.112,272.057,254.666,259.617,266.753,266.918,252.519,247.112,3780,0.543145327
55,15,16,323.951,351.954,394.075,247.112,250.964,277.021,285.323,291.328,259.408,308.182,247.112,13200,0.543145327
123,14,16,258.071,247.113,263.631,293.996,267.011,293.224,287.855,282.048,333.132,274.256,247.113,27552,0.543143129
6,12,14,255.744,300.673,247.115,275.576,270.441,260.766,322.958,265.232,309.334,337.987,247.115,1008,0.543138733
58,7,4,264.373,261.026,331.719,264.395,297.45,258.82,248.337,308.813,247.118,307.281,247.118,1624,0.543132139
68,12,6,257.511,253.749,253.903,250.545,247.118,269.324,248.644,252.463,303.259,255.943,247.118,4896,0.543132139
102,12,6,265.596,278.736,264.886,309.561,247.118,272.813,287.444,251.049,313.692,334.472,247.118,7344,0.543132139
109,16,5,298.974,257.06,272.376,261.111,336.776,347.548,248.525,247.118,258.348,294.72,247.118,8720,0.543132139
64,16,14,255.986,250.017,278.091,333.115,277.909,327.432,318.911,277.95,254.661,247.119,247.119,14336,0.543129941
47,5,5,253.649,292.254,271.081,247.12,268.928,259.753,281.875,248.01,254.361,257.531,247.12,1175,0.543127744
38,10,8,288.092,247.123,250.653,258.71,256.639,252.588,254.291,296.853,269.151,307.513,247.123,3040,0.54312115
68,8,5,270.127,247.123,259.856,260.598,288.504,273.99,258.852,261.846,254.641,257.251,247.123,2720,0.54312115
16,6,16,275.617,247.124,260.281,253.673,264.684,256.417,255.156,252.037,255.404,251.716,247.124,1536,0.543118952
8,15,4,271.482,299.872,276.983,255.989,255.802,247.125,287.041,298.471,291.55,260.922,247.125,480,0.543116755
19,8,5,248.798,307.635,276.547,247.125,248.073,259.897,294.293,264.616,253.292,305.136,247.125,760,0.543116755
90,10,8,333.117,256.52,262.548,257.207,253.812,247.125,269.165,292.648,261.231,255.451,247.125,7200,0.543116755
51,4,5,281.195,265.713,265.899,367.581,271.625,255.035,248.452,247.126,265.276,267.879,247.126,1020,0.543114557
66,10,14,250.242,247.126,258.456,258.364,251.441,263.439,256.308,247.294,277.565,289.962,247.126,9240,0.543114557
91,4,14,250.024,291.806,258.595,257.247,258.33,249.203,283.431,249.728,256.103,247.127,247.127,5096,0.543112359
19,8,13,285.055,268.796,282.757,299.042,340.979,423.41,303.046,250.556,250.36,247.128,247.128,1976,0.543110162
28,4,7,247.129,260.578,256.885,247.514,259.157,322.235,270.597,322.633,258.053,312.755,247.129,784,0.543107964
47,6,6,249.755,257.756,247.132,304.101,315.083,294.855,287.226,264.546,276.365,258.789,247.132,1692,0.543101371
62,12,6,287.141,393.695,399.622,359.999,343.104,387.451,387.468,258.805,247.134,274.834,247.134,4464,0.543096976
28,14,16,247.135,312.875,297.248,335.008,297.652,268.35,302.311,257.961,303.061,285.781,247.135,6272,0.543094778
21,13,15,275.031,254.128,247.136,253.407,352.549,271.665,299.818,392.356,343.069,317.053,247.136,4095,0.543092581
50,16,14,299.103,248.807,270.76,249.1,247.136,255.753,250.759,255.81,248.359,254.566,247.136,11200,0.543092581
58,6,10,270.565,307.968,360.672,362.432,248.633,255.113,247.136,298.755,250.811,250.082,247.136,3480,0.543092581
58,7,9,247.138,247.542,275.716,336.497,278.221,277.729,271.981,321.947,267.687,313.268,247.138,3654,0.543088186
59,7,14,308.216,252.469,259.528,256.134,261.685,262.951,268.983,272.614,273.531,247.14,247.14,5782,0.543083791
75,9,4,324.204,287.763,307.313,309.445,247.14,318.51,303.167,276.087,364.867,333.215,247.14,2700,0.543083791
88,13,8,255.973,247.742,250.108,299.533,276.985,285.334,247.14,292.017,283.542,248.295,247.14,9152,0.543083791
126,15,6,298.092,260.406,254.284,302.485,293.159,284.841,253.572,247.14,251.594,248.322,247.14,11340,0.543083791
32,16,7,333.04,271.515,254.841,247.143,329.19,284.146,305.757,261.471,287.172,274.501,247.143,3584,0.543077198
40,6,8,323.853,286.371,260.069,260.538,261.957,257.23,320.202,255.131,247.143,249.385,247.143,1920,0.543077198
93,14,11,296.481,255.27,314.068,247.599,289.001,248.095,252.607,247.143,288.814,248.778,247.143,14322,0.543077198
60,6,16,394.42,429.538,270.514,386.409,283.176,263.433,322.27,257.632,274.801,247.145,247.145,5760,0.543072803
80,4,11,281.915,247.146,302.654,266.773,330.061,324.164,249.671,285.591,305.22,295.966,247.146,3520,0.543070606
4,7,7,247.149,310.272,250.106,257.352,259.905,266.397,251.415,282.68,267.666,250.768,247.149,196,0.543064014
33,14,15,247.149,299.73,305.809,289.247,293.237,352.023,302.879,300.45,298.693,337.54,247.149,6930,0.543064014
43,9,9,280.418,247.823,315.129,247.15,309.81,284.619,248.049,256.937,291.142,272.631,247.15,3483,0.543061817
111,5,7,252.553,257.168,251.588,272.74,247.151,253.016,272.967,284.61,279.854,257.132,247.151,3885,0.543059619
69,6,5,250.909,247.46,274.208,301.061,299.075,253.143,252.971,251.379,250.485,247.152,247.152,2070,0.543057422
35,11,5,255.716,247.154,365.774,325.647,309.929,282.495,383.152,356.731,299.663,262.365,247.154,1925,0.543053028
114,5,13,247.154,266.682,250.24,248.781,252.865,256.26,268.657,262.211,251.531,248.605,247.154,7410,0.543053028
56,7,13,256.88,303.188,247.155,301.486,282.478,287.675,247.522,287.587,289.926,294.536,247.155,5096,0.54305083
114,14,14,249.306,247.156,261.914,248.125,260.331,249.524,283.991,255.01,250.291,287.527,247.156,22344,0.543048633
62,8,11,278.919,258.461,307.685,304.363,260.859,272.382,247.159,250.457,307.842,286.726,247.159,5456,0.543042042
87,10,13,256.02,252.509,334.726,250.699,247.16,252.084,266.826,352.194,330.381,276.152,247.16,11310,0.543039845
85,15,5,260.977,330.684,253.262,291.178,254.822,247.161,295.553,284.652,302.166,291.047,247.161,6375,0.543037648
119,9,5,276.591,298.342,260.043,279.647,247.161,261.871,251.601,295.275,289.215,277.297,247.161,5355,0.543037648
45,8,9,251.536,272.167,247.162,254.912,285.081,285.832,280.869,249.274,285.499,247.925,247.162,3240,0.54303545
54,5,5,325.303,327.057,346.866,317.963,389.346,292.767,289.827,247.163,290.122,263.231,247.163,1350,0.543033253
20,11,5,310.868,247.166,249.425,336.888,249.105,387.88,268.362,392.682,389.885,267.507,247.166,1100,0.543026662
71,14,13,255.484,255.179,247.166,250.225,249.629,252.054,247.558,254.961,256.586,257.788,247.166,12922,0.543026662
87,9,12,247.167,293.827,255.43,269.133,306.753,264.277,319.481,255.384,254.922,273.107,247.167,9396,0.543024465
43,14,14,293.12,263.464,315.93,271.261,380.079,327.847,313.353,250.678,247.168,248.786,247.168,8428,0.543022268
65,13,5,247.169,300.238,336.002,271.816,285.406,318.462,276.615,378.839,378.07,288.636,247.169,4225,0.543020071
98,11,10,310.796,268.388,296.693,284.498,254.638,268.855,271.055,265.077,247.17,310.83,247.17,10780,0.543017874
59,9,6,251.059,292.748,292.106,271.292,275.112,249.564,256.695,247.171,262.244,277.997,247.171,3186,0.543015677
85,11,11,250.025,255.532,252.649,257.287,247.172,282.205,259.34,279.704,247.294,267.829,247.172,10285,0.54301348
26,9,13,257.732,247.173,247.825,250.519,257.052,270.209,299.992,396.679,280.447,397.075,247.173,3042,0.543011284
4,4,12,263.809,386.115,252.979,256.046,247.174,249.465,264.847,259.155,306.618,344.51,247.174,192,0.543009087
