Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block Size,GFLOPS
18,15,5,291.884,252.854,302.895,356.532,362.813,268.735,277.034,275.195,247.176,265.351,247.176,1350,0.543004693
60,8,6,262.802,247.177,310.636,327.708,260.04,262.04,249.6,269.351,274.025,309.804,247.177,2880,0.543002496
62,14,13,304.671,321.851,306.314,298.641,361.984,287.614,253.01,247.177,262.423,332.468,247.177,11284,0.543002496
119,7,9,316.336,283.532,294.865,255.801,296.621,250.984,252.161,280.087,247.178,317.565,247.178,7497,0.543000299
19,7,13,388.068,261.015,286.742,333.335,293.707,308.039,247.179,248.814,253.509,266.739,247.179,1729,0.542998103
17,8,11,247.186,281.351,253.574,285.066,285.968,385.725,315.072,363.617,279.574,361.954,247.186,1496,0.542982726
104,11,12,249.031,256.196,263.246,284.046,251.741,247.186,314.454,262.729,290.265,274.965,247.186,13728,0.542982726
8,11,12,256.809,250.618,287.589,264.944,305.553,292.212,280.157,261.777,247.187,300.768,247.187,1056,0.542980529
45,4,10,275.057,247.191,304.985,350.487,277.878,295.041,264.818,275.767,264.152,255.764,247.191,1800,0.542971742
69,5,13,264.762,247.192,253.157,257.596,249.217,249.325,267.315,283.195,264.804,252.928,247.192,4485,0.542969546
71,6,4,247.192,285.023,260.21,293.814,279.556,267.688,296.236,264.532,275.726,260.181,247.192,1704,0.542969546
8,6,6,282.378,372.742,373.326,259.856,269.96,247.193,262.7,305.14,253.518,350.175,247.193,288,0.542967349
123,12,6,298.602,251.433,247.193,285.439,249.043,513.303,252.553,261.132,263.097,248.525,247.193,8856,0.542967349
116,6,10,252.257,275.853,256.734,289.737,278.63,271.468,274.68,305.033,263.28,247.194,247.194,6960,0.542965153
45,14,16,249.158,285.388,288.814,247.196,252.484,255.929,253.502,249.56,256.35,254.497,247.196,10080,0.54296076
88,12,10,314.972,249.248,300.283,282.47,350.782,251.092,247.196,270.354,273.847,330.308,247.196,10560,0.54296076
128,6,13,252.104,313.031,247.196,270.787,259.556,250.467,271.213,263.161,247.411,293.1,247.196,9984,0.54296076
107,14,16,248.729,251.317,275.098,247.197,260.056,357.518,375.201,359.945,260.996,382.764,247.197,23968,0.542958563
115,14,8,288.103,247.197,259.089,254.595,278.664,311.315,255.787,261.761,272.068,253.602,247.197,12880,0.542958563
22,6,12,251.264,295.952,249.04,249.685,295.871,247.2,259.759,280.562,248.329,249.753,247.2,1584,0.542951974
41,4,8,260.539,247.201,267.944,280.485,252.758,302.105,307.994,362.966,318.777,250.297,247.201,1312,0.542949778
26,6,12,247.203,250.281,304.934,256.355,375.047,266.399,252.953,289.935,281.871,252.953,247.203,1872,0.542945385
93,11,4,319.71,247.203,270.61,253.904,349.06,283.065,247.258,315.705,257.976,259.017,247.203,4092,0.542945385
127,10,14,249.912,277.361,247.203,250.509,252.529,251.973,254.16,281.333,304.436,262.653,247.203,17780,0.542945385
69,14,8,266.057,333.614,291.647,266.397,256.06,273.953,262.744,247.204,300.784,338.505,247.204,7728,0.542943189
99,11,9,297.488,266.998,247.204,266.082,247.56,255.005,267.789,252.789,314.242,267.98,247.204,9801,0.542943189
46,7,15,258.723,312.641,291.801,322.935,247.456,249.238,249.637,248.732,247.205,257.064,247.205,4830,0.542940992
13,5,10,259.703,279.915,287.87,291.218,247.206,266.834,317.933,297.46,264.751,316.148,247.206,650,0.542938796
45,5,8,257.313,273.409,265.377,327.059,318.169,264.376,247.206,250.354,251.615,299.965,247.206,1800,0.542938796
5,12,9,272.506,297.931,249.17,297.989,278.735,247.207,249.564,258.728,256.813,322.988,247.207,540,0.5429366
60,14,16,250.73,259.851,274.666,288.82,258.628,247.207,298.268,355.877,272.244,322.178,247.207,13440,0.5429366
19,6,16,269.239,264.414,387.713,338.156,269.745,265.441,271.189,247.209,288.234,283.798,247.209,1824,0.542932207
15,13,6,334.448,318.79,255.21,258.916,266.461,247.21,307.541,248.73,247.33,258.73,247.21,1170,0.542930011
70,6,4,252.849,247.918,269.803,288.728,260.533,247.21,250.175,263.272,275.308,252.366,247.21,1680,0.542930011
119,10,6,247.211,252.114,290.647,268.285,291.501,250.997,305.48,327.695,341.923,273.601,247.211,7140,0.542927815
17,15,14,248.656,247.214,300.386,295.342,341.517,325.634,310.73,269.228,333.976,288.563,247.214,3570,0.542921226
18,8,4,267.104,247.385,248.591,260.038,256.806,262.275,276.608,255.715,247.214,255.328,247.214,576,0.542921226
90,14,15,296.404,288.124,247.214,251.716,252.092,255.293,284.76,265.362,298.257,261.017,247.214,18900,0.542921226
111,11,7,258.225,247.214,256.301,255.24,287.004,297.55,251.959,247.522,251.291,247.307,247.214,8547,0.542921226
26,7,13,247.217,275.905,249.754,321.858,262.209,269.21,272.966,267.073,269.585,392.314,247.217,2366,0.542914638
61,5,16,248.284,251.551,258.846,288.211,281.817,260.346,278.139,264.549,247.218,255.7,247.218,4880,0.542912442
48,16,11,298.966,268.768,315.248,286.985,301.689,249.163,280.514,250.484,253.457,247.219,247.219,8448,0.542910246
7,10,8,336.461,277.197,271.636,297.961,331.402,313.963,257.07,267.568,247.22,259.431,247.22,560,0.54290805
7,16,6,264.36,252.335,321.988,385.77,300.139,271.105,252.288,247.22,255.629,253.407,247.22,672,0.54290805
16,4,12,285.173,291.288,279.496,299.057,270.808,255.365,285.027,269.894,247.222,278.328,247.222,768,0.542903657
60,11,15,348.637,389.026,391.905,330.118,374.632,311.91,286.937,328.689,247.222,327.325,247.222,9900,0.542903657
12,10,8,254.721,250.66,259.063,266.123,259.509,255.172,251.412,255.72,251.659,247.223,247.223,960,0.542901461
88,8,11,270.712,254.087,284.113,248.65,309.98,247.224,287.654,288.983,248.808,279.164,247.224,7744,0.542899265
32,16,10,316.649,303.643,254.113,251.747,302.097,247.226,311.541,250.683,280.965,335.028,247.226,5120,0.542894874
124,12,14,247.517,308.222,258.584,248.172,252.046,253.871,256.874,256.723,262.785,247.226,247.226,20832,0.542894874
46,6,10,278.342,262,308.577,247.228,270.141,295.578,317.55,386.741,310.462,258.308,247.228,2760,0.542890482
5,4,10,311.495,291.863,333.673,247.231,299.828,253.46,262.295,391.817,249.967,248.229,247.231,200,0.542883894
29,13,11,250.942,247.231,247.349,325.382,302.448,255.36,283.799,293.295,271.137,301.577,247.231,4147,0.542883894
51,11,6,398.249,286.165,271.551,247.232,347.175,262.476,320.546,256.363,310.541,385.481,247.232,3366,0.542881698
47,6,5,271.923,255.057,257.936,293.664,383.56,275.54,250.198,255.769,247.234,261.619,247.234,1410,0.542877307
48,5,10,299.539,283.552,310.812,247.234,284.337,282.348,287.101,277.28,298.431,248.621,247.234,2400,0.542877307
34,4,4,307.589,298.712,294.591,257.486,317.948,247.235,289.861,306.923,292.088,285.641,247.235,544,0.542875111
87,11,8,280.654,254.648,255.158,247.235,247.24,306.061,251.533,285.593,294.207,307.197,247.235,7656,0.542875111
8,4,4,248.55,276.572,319.147,253.534,285.536,247.236,290.588,264.351,300.532,274.153,247.236,128,0.542872915
89,13,6,248.435,381.307,280.121,247.236,258.418,304.191,294.904,269.065,265.048,320.439,247.236,6942,0.542872915
127,12,5,250.912,348.818,272.84,272.279,305.906,289.272,247.237,282.544,258.286,270.81,247.237,7620,0.542870719
25,4,9,295.739,260.16,248.146,249.055,279.766,248.407,279.559,247.238,247.945,290.811,247.238,900,0.542868523
57,13,6,366.833,277.593,326.706,253.344,248.368,247.239,253.366,252.359,284.447,287.107,247.239,4446,0.542866328
66,14,9,247.24,302.077,262.528,271.303,258.328,325.454,320.41,391.432,270.402,302.336,247.24,8316,0.542864132
18,11,7,248.243,258.092,247.534,247.244,257.627,255.072,259.959,315.46,295.707,266.346,247.244,1386,0.542855349
29,7,8,264.545,295.874,304.602,251.299,276.18,330.607,251.054,330.752,247.245,253.869,247.245,1624,0.542853154
19,4,9,249.307,247.689,254.441,261.582,276.754,280.651,252.489,249.32,263.829,247.246,247.246,684,0.542850958
19,16,6,249.667,256.577,247.246,269.079,308.296,311.435,304.453,254.564,296.933,295.925,247.246,1824,0.542850958
69,9,4,302.376,261.969,278.068,269.801,293.589,251.974,247.248,254.35,251.864,278.371,247.248,2484,0.542846567
55,12,11,329.775,247.252,290.575,302.499,254.131,334.271,344.299,291.902,286.257,337.384,247.252,7260,0.542837785
12,15,5,261.451,301.295,299.364,255.348,278.047,269.745,247.253,259.279,285.511,269.819,247.253,900,0.542835589
44,5,7,296.567,354.555,356.4,310.315,295.906,266.18,250.78,247.253,249.698,263.855,247.253,1540,0.542835589
90,9,7,277.982,347.276,338.157,295.403,288.508,294.198,361.498,327.405,247.253,333.769,247.253,5670,0.542835589
112,12,11,255.06,253.22,276.552,277.932,247.448,306.018,327.362,268.688,247.256,247.332,247.256,14784,0.542829003
18,9,11,287.207,254.926,247.257,296.829,274.269,266.949,292.848,406.827,378.614,309.789,247.257,1782,0.542826808
87,13,13,256.056,288.783,254.424,267.923,247.257,263.462,256.504,291.495,261.222,317.4,247.257,14703,0.542826808
90,7,10,302.034,262.005,247.257,260.454,250.294,252.421,252.277,292.674,299.414,292.314,247.257,6300,0.542826808
119,9,13,253.152,247.259,298.753,253.355,279.062,249.852,272.932,256.033,259.487,259.015,247.259,13923,0.542822417
107,16,13,272.571,282.188,312.737,262.243,269.124,250.284,253.112,285.912,247.26,254.074,247.26,22256,0.542820222
127,10,11,288.579,278.952,247.261,250.258,250.309,254.562,248.057,247.416,259.005,247.987,247.261,13970,0.542818026
10,15,8,247.262,291.042,290.388,303.9,338.267,314.755,273.803,330.216,332.365,305.988,247.262,1200,0.542815831
46,6,4,259.47,259.428,247.263,252.658,298.712,273.434,250.123,253.2,303.637,271.779,247.263,1104,0.542813636
65,16,4,303.489,293.241,247.264,278.271,258.135,284.318,248.797,251.252,261.418,265.9,247.264,4160,0.54281144
51,6,14,248.394,250.115,252.65,270.86,285.412,247.265,254.137,287.438,249.003,285.206,247.265,4284,0.542809245
60,14,5,251.536,262.234,311.864,276.252,247.265,320.054,261.993,257.249,318.613,268.932,247.265,4200,0.542809245
72,8,5,322.008,286.598,247.265,248.15,289.453,293.188,263.727,279.612,289.191,352.031,247.265,2880,0.542809245
125,12,10,312.537,250.364,247.265,261.282,284.202,290.012,299.091,259.091,296.189,272.829,247.265,15000,0.542809245
117,14,6,247.267,255.876,254.69,259.211,334.702,305.727,302.281,279.118,267.346,266.523,247.267,9828,0.542804855
88,5,11,303.068,268.966,259.729,266.348,247.269,259.04,260.414,251.841,353.734,343.866,247.269,4840,0.542800464
124,9,12,289.741,254.338,278.955,273.784,260.196,251.687,247.269,248.13,254.082,273.277,247.269,13392,0.542800464
36,16,10,283.564,298.191,251.717,251.912,247.27,252.183,288.048,273.403,278.227,278.783,247.27,5760,0.542798269
107,9,13,264.716,307.006,256.061,247.27,315.461,252.236,262.421,253.761,255.02,264.163,247.27,12519,0.542798269
118,5,4,308.335,252.321,297.241,271.345,247.27,277.26,267.103,283.943,306.966,278.974,247.27,2360,0.542798269
17,6,14,266.398,248.63,263.433,247.272,306.903,281.721,263.452,361.37,266.724,272.979,247.272,1428,0.542793879
22,5,10,273.824,350.083,253.507,264.315,251.69,287.597,282.468,247.272,255.726,248.428,247.272,1100,0.542793879
97,15,6,316.599,297.031,251.649,263.809,258.257,356.323,250.392,263.062,247.272,259.437,247.272,8730,0.542793879
42,12,4,345.837,333.05,247.274,252.016,267.116,260.397,250.495,264.182,286.29,253.723,247.274,2016,0.542789489
109,5,15,307.634,250.087,247.278,311.964,252.177,292.812,269.409,255.819,294.926,273.1,247.278,8175,0.542780708
86,14,10,253.159,260.131,247.281,259.835,265.174,271.122,291.591,325.297,299.212,262.84,247.281,12040,0.542774123
16,12,10,251.824,259.242,250.243,257.785,247.282,260.738,313.036,264.075,250.179,248.652,247.282,1920,0.542771928
116,9,13,301.929,276.399,257.719,247.282,260.571,250.485,260.437,270.475,250.756,257.962,247.282,13572,0.542771928
49,6,16,260.696,247.624,254.419,255.458,254.145,287.529,261.412,247.283,262.002,251.991,247.283,4704,0.542769733
80,16,14,254.326,261.78,270.028,257.415,247.284,344.452,310.505,261.991,255.565,252.726,247.284,17920,0.542767539
21,11,11,389.097,265.986,297.533,254.187,288.639,311.356,254,248.511,255.148,247.285,247.285,2541,0.542765344
91,13,11,310.768,351.398,249.937,253.983,247.285,257.706,255.99,252.334,270.954,251.706,247.285,13013,0.542765344
44,15,14,266.778,314.692,297.082,307.176,252.834,336.708,253.288,247.286,266.534,252.062,247.286,9240,0.542763149
26,15,15,287.837,247.622,272.265,255.916,247.29,250.231,258.779,254.625,247.691,268.84,247.29,5850,0.542754369
51,12,6,250.598,247.291,279.07,281.412,301.079,353.549,390.556,283.563,371.515,359.248,247.291,3672,0.542752175
14,13,12,248.672,254.792,247.295,250.411,266.499,251.799,248.155,270.342,389.561,386.628,247.295,2184,0.542743396
85,14,6,301.326,250.599,249.921,308.554,323.354,258.716,247.295,300.828,251.263,319.349,247.295,7140,0.542743396
91,12,4,262.166,256.953,255.515,265.218,255.217,251.136,255.368,293.879,247.296,262.835,247.296,4368,0.542741201
70,9,12,247.297,305.947,279.009,270.342,352.748,257.307,260.909,254.006,247.723,254.761,247.297,7560,0.542739006
74,6,12,267.19,248.184,263.809,250.345,274.336,247.302,253.75,250.804,259.316,272.406,247.302,5328,0.542728033
108,11,5,287.216,303.211,318.092,357.238,253.754,247.302,254.043,275.621,251.466,266.381,247.302,5940,0.542728033
106,7,11,247.303,285.703,254.259,327.43,357.843,287.549,267.161,302.98,271.903,285.48,247.303,8162,0.542725838
39,12,12,247.304,290.328,258.591,256.838,259.242,287.684,283.071,259.276,251.382,248.871,247.304,5616,0.542723644
26,7,4,250.977,282.752,262.308,247.305,263.508,248.897,266.057,268.412,313.602,295.358,247.305,728,0.542721449
104,15,5,255.11,248.022,255.048,260.69,252.661,253.971,253.609,247.306,253.106,254.912,247.306,7800,0.542719255
118,10,8,293.819,274.474,285.566,247.306,295.662,249.572,288.197,253.045,249.967,250.386,247.306,9440,0.542719255
123,7,12,252.998,393.284,348.9,386.874,258.333,260.98,247.306,258.382,324.739,252.57,247.306,10332,0.542719255
42,13,13,247.307,291.611,257.702,286.494,274.746,258.155,250.753,255.425,279.024,248.956,247.307,7098,0.54271706
22,8,12,247.431,250.891,282.745,260.43,304.905,260.807,257.567,252.84,247.308,252.907,247.308,2112,0.542714866
25,13,6,247.308,260.788,253.386,275.254,288.559,259.98,299.746,278.516,296.396,279.832,247.308,1950,0.542714866
42,7,16,257.769,266.125,247.308,252.876,282.568,337.885,261.397,294.291,294.736,260.58,247.308,4704,0.542714866
9,8,9,369.386,295.108,277.342,276.251,306.554,247.309,272.168,256.76,302.247,280.506,247.309,648,0.542712671
29,14,15,247.31,316.102,254.561,303.314,249.473,303.258,275.104,321.558,302.97,249.497,247.31,6090,0.542710477
95,13,8,264.307,326.069,267.913,274.891,289.153,247.31,374.456,250.092,335.458,254.239,247.31,9880,0.542710477
125,12,8,289.214,297.658,253.625,315.785,294.672,274.512,269.076,296.688,247.31,252.096,247.31,12000,0.542710477
54,12,15,402.32,286.829,326.996,388.904,357.567,264.964,247.312,261.599,332.651,282.437,247.312,9720,0.542706088
19,9,7,270.028,253.932,259.031,247.318,248.563,259.793,310.774,257.179,310.283,268.843,247.318,1197,0.542692922
47,5,8,247.322,263.976,262.47,265.935,333.502,304.458,268.031,262.186,255.934,384.612,247.322,1880,0.542684145
58,9,11,264.405,294.948,335.107,268.868,282.825,256.712,247.323,322.371,275.114,391.96,247.323,5742,0.54268195
79,5,11,248.659,260.925,279.283,247.323,253.251,271.108,271.376,316.977,307.603,293.686,247.323,4345,0.54268195
95,8,11,264.743,269.055,247.323,363.771,313.055,250.349,275.862,249.073,278.775,252.309,247.323,8360,0.54268195
27,10,8,265.548,318.296,321.28,272.999,291.486,354.35,288.111,268.215,247.324,253.953,247.324,2160,0.542679756
41,16,4,257.513,275.351,256.198,258.956,247.464,247.733,247.325,252.581,296.592,247.98,247.325,2624,0.542677562
42,9,4,293.551,253.025,258.228,247.325,258.087,329.11,312.648,317.644,266.05,387.678,247.325,1512,0.542677562
67,4,13,286.332,274.952,272.712,247.325,254.844,266.423,257.051,279.583,252.594,256.159,247.325,3484,0.542677562
87,7,15,300.496,316.219,255.06,270.25,407.618,247.325,266.104,291.383,262.673,283.681,247.325,9135,0.542677562
75,16,4,283.046,261.835,247.328,271.711,252.911,278.696,270.165,333.446,315.828,265.342,247.328,4800,0.542670979
92,6,4,315.749,247.328,303.322,279.409,276.69,272.702,252.466,264.272,257.047,263.243,247.328,2208,0.542670979
32,9,4,310.284,274.314,253.616,308.786,253.704,303.043,266.514,321.062,247.329,262.202,247.329,1152,0.542668785
51,7,9,300.112,397.14,332.181,325.04,387.132,357.232,337.557,247.33,261.406,320.056,247.33,3213,0.542666591
11,13,15,293.636,282.454,247.331,262.852,261.561,252.468,290.231,251.515,278.188,253.194,247.331,2145,0.542664397
38,12,5,316.257,248.644,269.275,247.331,285.732,283.593,311.014,303.759,283.41,302.288,247.331,2280,0.542664397
25,13,8,249.089,322.834,267.706,386.975,251.62,388.763,352.317,285.179,291.144,247.332,247.332,2600,0.542662203
29,6,10,301.249,311.684,397.951,255.508,337.503,303.997,305.006,247.333,300.09,252.249,247.333,1740,0.542660009
50,14,11,247.334,255.466,254.75,281.168,271.297,355.862,309.779,313.295,293.287,286.102,247.334,7700,0.542657815
119,14,9,300.387,305.016,295.361,249.289,295.052,280.447,247.336,294.269,313.091,321.185,247.336,14994,0.542653427
20,4,15,273.391,263.516,263.148,303.711,359.549,256.616,288.776,247.338,282.288,284.108,247.338,1200,0.542649039
115,7,7,255.304,282.039,264.654,256.179,257.406,282.642,262.824,256.823,247.34,257.166,247.34,5635,0.542644651
63,5,13,254.027,300.803,321.428,270.023,266.942,309.694,282.256,247.342,248.724,264.494,247.342,4095,0.542640263
126,13,7,318.089,288.245,291.612,251.871,321.901,364.495,285.901,252.097,247.342,341.146,247.342,11466,0.542640263
13,5,13,335.844,274.722,294.209,258.184,271.188,345.755,262.449,247.344,252.145,284.866,247.344,845,0.542635876
55,9,12,290.992,283.797,296.011,279.724,256.277,247.345,254.934,265.685,271.863,258.275,247.345,5940,0.542633682
9,6,8,306.736,354.965,389.904,257.542,331.126,257.567,281.469,283.03,302.3,247.346,247.346,432,0.542631488
37,9,7,277.937,284.023,287.687,303.53,354.742,259.972,247.347,254.316,337.37,257.879,247.347,2331,0.542629294
26,9,7,261.429,277.271,249.827,270.179,251.845,247.693,247.351,271.401,266.941,249.442,247.351,1638,0.542620519
76,16,11,257.701,252.102,252.62,247.355,252.738,249.078,269.215,297.029,291.156,270.185,247.355,13376,0.542611744
87,8,16,293.394,271.6,255.315,247.356,268.4,258.521,279.718,320.648,312.599,278.413,247.356,11136,0.542609551
117,12,4,258.762,247.356,254.764,260.852,248.887,249.816,250.454,252.224,271.741,250.386,247.356,5616,0.542609551
122,6,14,258.439,308.497,310.069,247.356,325.697,286.513,345.378,306.285,269.934,283.066,247.356,10248,0.542609551
21,4,5,336.659,248.981,249.844,247.357,261.77,249.307,259.865,341.263,282.588,304.722,247.357,420,0.542607357
